# time,counter,data
2026-09-14 13:48:37.883247,14496,165484.0,655610.0
2026-09-14 13:48:37.895279,14497,165495.0,715404.0
2026-09-14 13:48:37.906333,14498,165507.0,1132300.0
2026-09-14 13:48:37.918277,14499,165518.0,1688403.0
2026-09-14 13:48:37.929296,14500,165529.0,2040113.0
2026-09-14 13:48:37.940248,14501,165541.0,1977627.0
2026-09-14 13:48:37.952236,14502,165552.0,1544743.0
2026-09-14 13:48:37.963234,14503,165564.0,999832.0
2026-09-14 13:48:37.975261,14504,165575.0,676945.0
2026-09-14 13:48:37.986273,14505,165587.0,734718.0
2026-09-14 13:48:37.998252,14506,165598.0,1145555.0
2026-09-14 13:48:38.009268,14507,165609.0,1665115.0
2026-09-14 13:48:38.020333,14508,165621.0,1924530.0
2026-09-14 13:48:38.032278,14509,165632.0,1803525.0
2026-09-14 13:48:38.043317,14510,165644.0,1405366.0
2026-09-14 13:48:38.055260,14511,165655.0,969097.0
2026-09-14 13:48:38.066290,14512,165667.0,762161.0
2026-09-14 13:48:38.077306,14513,165678.0,883694.0
2026-09-14 13:48:38.089301,14514,165689.0,1279258.0
2026-09-14 13:48:38.100336,14515,165701.0,1702907.0
2026-09-14 13:48:38.112277,14516,165712.0,1882093.0
2026-09-14 13:48:38.123282,14517,165724.0,1728188.0
2026-09-14 13:48:38.135254,14518,165735.0,1347848.0
2026-09-14 13:48:38.146289,14519,165746.0,956983.0
2026-09-14 13:48:38.157208,14520,165758.0,780950.0
2026-09-14 13:48:38.169282,14521,165769.0,946196.0
2026-09-14 13:48:38.180321,14522,165781.0,1337518.0
2026-09-14 13:48:38.192274,14523,165792.0,1712291.0
2026-09-14 13:48:38.203299,14524,165804.0,1837173.0
2026-09-14 13:48:38.215259,14525,165815.0,1657496.0
2026-09-14 13:48:38.226292,14526,165826.0,1293046.0
2026-09-14 13:48:38.237344,14527,165838.0,949742.0
2026-09-14 13:48:38.249250,14528,165849.0,839838.0
2026-09-14 13:48:38.260325,14529,165861.0,1029173.0
2026-09-14 13:48:38.272271,14530,165872.0,1391080.0
2026-09-14 13:48:38.283300,14531,165884.0,1695888.0
2026-09-14 13:48:38.295233,14532,165895.0,1740427.0
2026-09-14 13:48:38.306278,14533,165906.0,1533255.0
2026-09-14 13:48:38.317348,14534,165918.0,1210714.0
2026-09-14 13:48:38.329184,14535,165929.0,962609.0
2026-09-14 13:48:38.340384,14536,165941.0,937486.0
2026-09-14 13:48:38.352254,14537,165952.0,1152501.0
2026-09-14 13:48:38.363292,14538,165964.0,1470111.0
2026-09-14 13:48:38.374347,14539,165975.0,1671448.0
2026-09-14 13:48:38.386253,14540,165986.0,1632055.0
2026-09-14 13:48:38.397315,14541,165998.0,1409226.0
2026-09-14 13:48:38.409219,14542,166009.0,1144508.0
2026-09-14 13:48:38.420319,14543,166021.0,998430.0
2026-09-14 13:48:38.432247,14544,166032.0,1057618.0
2026-09-14 13:48:38.443270,14545,166043.0,1281585.0
2026-09-14 13:48:38.454296,14546,166055.0,1525741.0
2026-09-14 13:48:38.466313,14547,166066.0,1611128.0
2026-09-14 13:48:38.477279,14548,166078.0,1509255.0
2026-09-14 13:48:38.489233,14549,166089.0,1300121.0
2026-09-14 13:48:38.500321,14550,166101.0,1118856.0
2026-09-14 13:48:38.512224,14551,166112.0,1070045.0
2026-09-14 13:48:38.523305,14552,166123.0,1178143.0
2026-09-14 13:48:38.534304,14553,166135.0,1383653.0
2026-09-14 13:48:38.546291,14554,166146.0,1529641.0
2026-09-14 13:48:38.557303,14555,166158.0,1519593.0
2026-09-14 13:48:38.569279,14556,166169.0,1396791.0
2026-09-14 13:48:38.580264,14557,166181.0,1238725.0
2026-09-14 13:48:38.591337,14558,166192.0,1140682.0
2026-09-14 13:48:38.603295,14559,166203.0,1163878.0
2026-09-14 13:48:38.614285,14560,166215.0,1292502.0
2026-09-14 13:48:38.626322,14561,166226.0,1445334.0
2026-09-14 13:48:38.637285,14562,166238.0,1518806.0
2026-09-14 13:48:38.649253,14563,166249.0,1476305.0
2026-09-14 13:48:38.660273,14564,166260.0,1352190.0
2026-09-14 13:48:38.671328,14565,166272.0,1224365.0
2026-09-14 13:48:38.683245,14566,166283.0,1166249.0
2026-09-14 13:48:38.694291,14567,166295.0,1212361.0
2026-09-14 13:48:38.706258,14568,166306.0,1334843.0
2026-09-14 13:48:38.717300,14569,166318.0,1462525.0
2026-09-14 13:48:38.729235,14570,166329.0,1520925.0
2026-09-14 13:48:38.740288,14571,166340.0,1475269.0
2026-09-14 13:48:38.751202,14572,166352.0,1351669.0
2026-09-14 13:48:38.763240,14573,166363.0,1224005.0
2026-09-14 13:48:38.774309,14574,166375.0,1167833.0
2026-09-14 13:48:38.786300,14575,166386.0,1215605.0
2026-09-14 13:48:38.797276,14576,166398.0,1336279.0
2026-09-14 13:48:38.808232,14577,166409.0,1461285.0
2026-09-14 13:48:38.820276,14578,166420.0,1517955.0
2026-09-14 13:48:38.831295,14579,166432.0,1471778.0
2026-09-14 13:48:38.843282,14580,166443.0,1346453.0
2026-09-14 13:48:38.854303,14581,166455.0,1222165.0
2026-09-14 13:48:38.866272,14582,166466.0,1167684.0
2026-09-14 13:48:38.877281,14583,166478.0,1215337.0
2026-09-14 13:48:38.888308,14584,166489.0,1337662.0
2026-09-14 13:48:38.900292,14585,166500.0,1460720.0
2026-09-14 13:48:38.911292,14586,166512.0,1514239.0
2026-09-14 13:48:38.923256,14587,166523.0,1466386.0
2026-09-14 13:48:38.934247,14588,166535.0,1344792.0
2026-09-14 13:48:38.946230,14589,166546.0,1226456.0
2026-09-14 13:48:38.957268,14590,166557.0,1283113.0
2026-09-14 13:48:38.968311,14591,166569.0,1642164.0
2026-09-14 13:48:38.980277,14592,166580.0,2137663.0
2026-09-14 13:48:38.991192,14593,166592.0,2569618.0
2026-09-14 13:48:39.003252,14594,166603.0,2774721.0
2026-09-14 13:48:39.014292,14595,166615.0,2743927.0
2026-09-14 13:48:39.026218,14596,166626.0,2585507.0
2026-09-14 13:48:39.037226,14597,166637.0,2422530.0
2026-09-14 13:48:39.048283,14598,166649.0,2181167.0
2026-09-14 13:48:39.060237,14599,166660.0,1591084.0
2026-09-14 13:48:39.071299,14600,166672.0,865186.0
2026-09-14 13:48:39.083208,14601,166683.0,427391.0
2026-09-14 13:48:39.094316,14602,166695.0,524435.0
2026-09-14 13:48:39.105305,14603,166706.0,1099005.0
2026-09-14 13:48:39.117317,14604,166717.0,1822445.0
2026-09-14 13:48:39.128307,14605,166729.0,2262140.0
2026-09-14 13:48:39.140288,14606,166740.0,2160918.0
2026-09-14 13:48:39.151205,14607,166752.0,1584225.0
2026-09-14 13:48:39.162257,14608,166763.0,873380.0
2026-09-14 13:48:39.174278,14609,166774.0,446234.0
2026-09-14 13:48:39.185298,14610,166786.0,544478.0
2026-09-14 13:48:39.197152,14611,166797.0,1108112.0
2026-09-14 13:48:39.208220,14612,166809.0,1812417.0
2026-09-14 13:48:39.220246,14613,166820.0,2241399.0
2026-09-14 13:48:39.231318,14614,166832.0,2141706.0
2026-09-14 13:48:39.243258,14615,166843.0,1573387.0
2026-09-14 13:48:39.254247,14616,166854.0,882900.0
2026-09-14 13:48:39.265268,14617,166866.0,472106.0
2026-09-14 13:48:39.277231,14618,166877.0,568693.0
2026-09-14 13:48:39.288291,14619,166889.0,1115916.0
2026-09-14 13:48:39.300258,14620,166900.0,1795822.0
2026-09-14 13:48:39.311282,14621,166912.0,2132780.0
2026-09-14 13:48:39.322310,14622,166923.0,1946160.0
2026-09-14 13:48:39.334285,14623,166934.0,1398468.0
2026-09-14 13:48:39.345218,14624,166946.0,819419.0
2026-09-14 13:48:39.357234,14625,166957.0,565863.0
2026-09-14 13:48:39.368279,14626,166969.0,757298.0
2026-09-14 13:48:39.380228,14627,166980.0,1276300.0
2026-09-14 13:48:39.391259,14628,166991.0,1744868.0
2026-09-14 13:48:39.402301,14629,167003.0,1871646.0
2026-09-14 13:48:39.414265,14630,167014.0,1650742.0
2026-09-14 13:48:39.425189,14631,167026.0,1242971.0
2026-09-14 13:48:39.437220,14632,167037.0,876101.0
2026-09-14 13:48:39.448247,14633,167049.0,787026.0
2026-09-14 13:48:39.460221,14634,167060.0,1032667.0
2026-09-14 13:48:39.471280,14635,167071.0,1442290.0
2026-09-14 13:48:39.482271,14636,167083.0,1782477.0
2026-09-14 13:48:39.494252,14637,167094.0,1852739.0
2026-09-14 13:48:39.505253,14638,167106.0,1622109.0
2026-09-14 13:48:39.517199,14639,167117.0,1224354.0
2026-09-14 13:48:39.528246,14640,167129.0,887392.0
2026-09-14 13:48:39.539275,14641,167140.0,815577.0
2026-09-14 13:48:39.551252,14642,167151.0,1058122.0
2026-09-14 13:48:39.562255,14643,167163.0,1458617.0
2026-09-14 13:48:39.574250,14644,167174.0,1783541.0
2026-09-14 13:48:39.585259,14645,167186.0,1847842.0
2026-09-14 13:48:39.597194,14646,167197.0,1616042.0
2026-09-14 13:48:39.608199,14647,167209.0,1223101.0
2026-09-14 13:48:39.619280,14648,167220.0,889890.0
2026-09-14 13:48:39.631208,14649,167231.0,824993.0
2026-09-14 13:48:39.642185,14650,167243.0,1069547.0
2026-09-14 13:48:39.654231,14651,167254.0,1460341.0
2026-09-14 13:48:39.665309,14652,167266.0,1776135.0
2026-09-14 13:48:39.677229,14653,167277.0,1835751.0
2026-09-14 13:48:39.688248,14654,167288.0,1606346.0
2026-09-14 13:48:39.699314,14655,167300.0,1221428.0
2026-09-14 13:48:39.711254,14656,167311.0,899805.0
2026-09-14 13:48:39.722245,14657,167323.0,838235.0
2026-09-14 13:48:39.734218,14658,167334.0,1078639.0
2026-09-14 13:48:39.745242,14659,167346.0,1456930.0
2026-09-14 13:48:39.757245,14660,167357.0,1719450.0
2026-09-14 13:48:39.768274,14661,167368.0,1689096.0
2026-09-14 13:48:39.779250,14662,167380.0,1430587.0
2026-09-14 13:48:39.791301,14663,167391.0,1119145.0
2026-09-14 13:48:39.802268,14664,167403.0,936489.0
2026-09-14 13:48:39.814220,14665,167414.0,995379.0
2026-09-14 13:48:39.825322,14666,167426.0,1257402.0
2026-09-14 13:48:39.836326,14667,167437.0,1562298.0
2026-09-14 13:48:39.848248,14668,167448.0,1700539.0
2026-09-14 13:48:39.859196,14669,167460.0,1599830.0
2026-09-14 13:48:39.871248,14670,167471.0,1343712.0
2026-09-14 13:48:39.882249,14671,167483.0,1083875.0
2026-09-14 13:48:39.893411,14672,167494.0,976935.0
2026-09-14 13:48:39.905224,14673,167505.0,1087364.0
2026-09-14 13:48:39.916336,14674,167517.0,1343887.0
2026-09-14 13:48:39.928190,14675,167528.0,1588621.0
2026-09-14 13:48:39.939285,14676,167540.0,1655223.0
2026-09-14 13:48:39.951239,14677,167551.0,1520451.0
2026-09-14 13:48:39.962163,14678,167563.0,1277430.0
2026-09-14 13:48:39.974244,14679,167574.0,1074953.0
2026-09-14 13:48:39.985228,14680,167585.0,1028289.0
2026-09-14 13:48:39.996258,14681,167597.0,1166641.0
2026-09-14 13:48:40.008275,14682,167608.0,1402918.0
2026-09-14 13:48:40.019263,14683,167620.0,1556621.0
2026-09-14 13:48:40.031205,14684,167631.0,1525289.0
2026-09-14 13:48:40.042315,14685,167643.0,1365712.0
2026-09-14 13:48:40.053277,14686,167654.0,1190160.0
2026-09-14 13:48:40.065195,14687,167665.0,1105890.0
2026-09-14 13:48:40.076291,14688,167677.0,1162477.0
2026-09-14 13:48:40.088269,14689,167688.0,1322604.0
2026-09-14 13:48:40.099185,14690,167700.0,1492463.0
2026-09-14 13:48:40.111214,14691,167711.0,1565651.0
2026-09-14 13:48:40.122242,14692,167722.0,1500690.0
2026-09-14 13:48:40.133324,14693,167734.0,1340926.0
2026-09-14 13:48:40.145240,14694,167745.0,1182882.0
2026-09-14 13:48:40.156306,14695,167757.0,1118571.0
2026-09-14 13:48:40.168249,14696,167768.0,1185599.0
2026-09-14 13:48:40.179253,14697,167780.0,1338646.0
2026-09-14 13:48:40.191188,14698,167791.0,1436992.0
2026-09-14 13:48:40.202153,14699,167802.0,1420416.0
2026-09-14 13:48:40.213307,14700,167814.0,1338756.0
2026-09-14 13:48:40.225167,14701,167825.0,1251779.0
2026-09-14 13:48:40.236280,14702,167837.0,1220499.0
2026-09-14 13:48:40.248225,14703,167848.0,1262572.0
2026-09-14 13:48:40.259199,14704,167860.0,1350453.0
2026-09-14 13:48:40.270306,14705,167871.0,1434692.0
2026-09-14 13:48:40.282226,14706,167882.0,1462118.0
2026-09-14 13:48:40.293301,14707,167894.0,1421490.0
2026-09-14 13:48:40.305240,14708,167905.0,1337653.0
2026-09-14 13:48:40.316295,14709,167917.0,1253381.0
2026-09-14 13:48:40.328174,14710,167928.0,1222744.0
2026-09-14 13:48:40.339245,14711,167940.0,1264368.0
2026-09-14 13:48:40.350161,14712,167951.0,1351038.0
2026-09-14 13:48:40.362278,14713,167962.0,1431558.0
2026-09-14 13:48:40.373269,14714,167974.0,1461922.0
2026-09-14 13:48:40.385198,14715,167985.0,1419601.0
2026-09-14 13:48:40.396277,14716,167997.0,1332921.0
2026-09-14 13:48:40.408208,14717,168008.0,1253115.0
2026-09-14 13:48:40.419221,14718,168019.0,1225267.0
2026-09-14 13:48:40.430283,14719,168031.0,1267307.0
2026-09-14 13:48:40.442265,14720,168042.0,1352852.0
2026-09-14 13:48:40.453258,14721,168054.0,1434528.0
2026-09-14 13:48:40.465231,14722,168065.0,1462708.0
2026-09-14 13:48:40.476258,14723,168077.0,1419259.0
2026-09-14 13:48:40.487273,14724,168088.0,1333322.0
2026-09-14 13:48:40.499259,14725,168099.0,1251538.0
2026-09-14 13:48:40.510280,14726,168111.0,1222056.0
2026-09-14 13:48:40.522231,14727,168122.0,1274888.0
2026-09-14 13:48:40.533236,14728,168134.0,1539606.0
2026-09-14 13:48:40.545225,14729,168145.0,2029208.0
2026-09-14 13:48:40.556260,14730,168157.0,2477281.0
2026-09-14 13:48:40.567301,14731,168168.0,2729705.0
2026-09-14 13:48:40.579232,14732,168179.0,2730292.0
2026-09-14 13:48:40.590288,14733,168191.0,2566907.0
2026-09-14 13:48:40.602249,14734,168202.0,2185605.0
2026-09-14 13:48:40.613264,14735,168214.0,1419295.0
2026-09-14 13:48:40.624262,14736,168225.0,619070.0
2026-09-14 13:48:40.636217,14737,168236.0,245538.0
2026-09-14 13:48:40.647245,14738,168248.0,518433.0
2026-09-14 13:48:40.659251,14739,168259.0,1268352.0
2026-09-14 13:48:40.670256,14740,168271.0,2066022.0
2026-09-14 13:48:40.682144,14741,168282.0,2438391.0
2026-09-14 13:48:40.693235,14742,168294.0,2170954.0
2026-09-14 13:48:40.705240,14743,168305.0,1419462.0
2026-09-14 13:48:40.716196,14744,168316.0,635284.0
2026-09-14 13:48:40.727241,14745,168328.0,272412.0
2026-09-14 13:48:40.739216,14746,168339.0,538465.0
2026-09-14 13:48:40.750287,14747,168351.0,1269717.0
2026-09-14 13:48:40.762236,14748,168362.0,2048432.0
2026-09-14 13:48:40.773260,14749,168374.0,2410661.0
2026-09-14 13:48:40.784264,14750,168385.0,2147094.0
2026-09-14 13:48:40.796235,14751,168396.0,1415458.0
2026-09-14 13:48:40.807462,14752,168408.0,653199.0
2026-09-14 13:48:40.819229,14753,168419.0,302092.0
2026-09-14 13:48:40.830170,14754,168431.0,561863.0
2026-09-14 13:48:40.842172,14755,168442.0,1274588.0
2026-09-14 13:48:40.853247,14756,168454.0,2031342.0
2026-09-14 13:48:40.864283,14757,168465.0,2383848.0
2026-09-14 13:48:40.876253,14758,168476.0,2124442.0
2026-09-14 13:48:40.887272,14759,168488.0,1408828.0
2026-09-14 13:48:40.899227,14760,168499.0,668340.0
2026-09-14 13:48:40.910266,14761,168511.0,325210.0
2026-09-14 13:48:40.921265,14762,168522.0,578235.0
2026-09-14 13:48:40.933346,14763,168533.0,1276824.0
2026-09-14 13:48:40.944264,14764,168545.0,2002927.0
2026-09-14 13:48:40.956264,14765,168556.0,2264102.0
2026-09-14 13:48:40.967264,14766,168568.0,1948027.0
2026-09-14 13:48:40.979178,14767,168579.0,1276737.0
2026-09-14 13:48:40.990240,14768,168591.0,656393.0
2026-09-14 13:48:41.001214,14769,168602.0,442597.0
2026-09-14 13:48:41.013232,14770,168613.0,750373.0
2026-09-14 13:48:41.024286,14771,168625.0,1404515.0
2026-09-14 13:48:41.036222,14772,168636.0,2006040.0
2026-09-14 13:48:41.047265,14773,168648.0,2160243.0
2026-09-14 13:48:41.059173,14774,168659.0,1820447.0
2026-09-14 13:48:41.070215,14775,168671.0,1198572.0
2026-09-14 13:48:41.081168,14776,168682.0,674659.0
2026-09-14 13:48:41.093236,14777,168693.0,551007.0
2026-09-14 13:48:41.104206,14778,168705.0,880558.0
2026-09-14 13:48:41.116266,14779,168716.0,1484864.0
2026-09-14 13:48:41.127240,14780,168728.0,2010689.0
2026-09-14 13:48:41.139232,14781,168739.0,2145090.0
2026-09-14 13:48:41.150214,14782,168750.0,1807830.0
2026-09-14 13:48:41.161244,14783,168762.0,1201462.0
2026-09-14 13:48:41.173259,14784,168773.0,695522.0
2026-09-14 13:48:41.184253,14785,168785.0,569113.0
2026-09-14 13:48:41.196205,14786,168796.0,887697.0
2026-09-14 13:48:41.207225,14787,168808.0,1481002.0
2026-09-14 13:48:41.218304,14788,168819.0,1994323.0
2026-09-14 13:48:41.230147,14789,168830.0,2102319.0
2026-09-14 13:48:41.241278,14790,168842.0,1751030.0
2026-09-14 13:48:41.253209,14791,168853.0,1161530.0
2026-09-14 13:48:41.264247,14792,168865.0,692716.0
2026-09-14 13:48:41.275300,14793,168876.0,605118.0
2026-09-14 13:48:41.287225,14794,168888.0,941554.0
2026-09-14 13:48:41.298238,14795,168899.0,1520995.0
2026-09-14 13:48:41.310316,14796,168910.0,1960493.0
2026-09-14 13:48:41.321229,14797,168922.0,1967717.0
2026-09-14 13:48:41.333188,14798,168933.0,1591616.0
2026-09-14 13:48:41.344278,14799,168945.0,1072747.0
2026-09-14 13:48:41.355298,14800,168956.0,729822.0
2026-09-14 13:48:41.367248,14801,168967.0,741149.0
2026-09-14 13:48:41.378182,14802,168979.0,1095058.0
2026-09-14 13:48:41.390277,14803,168990.0,1609854.0
2026-09-14 13:48:41.401170,14804,169002.0,1942475.0
2026-09-14 13:48:41.413143,14805,169013.0,1879962.0
2026-09-14 13:48:41.424275,14806,169025.0,1496199.0
2026-09-14 13:48:41.435207,14807,169036.0,1018075.0
2026-09-14 13:48:41.447259,14808,169047.0,754000.0
2026-09-14 13:48:41.458213,14809,169059.0,813098.0
2026-09-14 13:48:41.470242,14810,169070.0,1188389.0
2026-09-14 13:48:41.481255,14811,169082.0,1660518.0
2026-09-14 13:48:41.493235,14812,169093.0,1910448.0
2026-09-14 13:48:41.504273,14813,169105.0,1789696.0
2026-09-14 13:48:41.515236,14814,169116.0,1402713.0
2026-09-14 13:48:41.527152,14815,169127.0,973411.0
2026-09-14 13:48:41.538226,14816,169139.0,764668.0
2026-09-14 13:48:41.550221,14817,169150.0,891780.0
2026-09-14 13:48:41.561269,14818,169162.0,1284039.0
2026-09-14 13:48:41.573186,14819,169173.0,1695108.0
2026-09-14 13:48:41.584253,14820,169184.0,1841442.0
2026-09-14 13:48:41.595282,14821,169196.0,1659105.0
2026-09-14 13:48:41.607220,14822,169207.0,1288710.0
2026-09-14 13:48:41.618206,14823,169219.0,938152.0
2026-09-14 13:48:41.630178,14824,169230.0,820036.0
2026-09-14 13:48:41.641203,14825,169242.0,1021723.0
2026-09-14 13:48:41.652306,14826,169253.0,1397901.0
2026-09-14 13:48:41.664205,14827,169264.0,1714503.0
2026-09-14 13:48:41.675266,14828,169276.0,1750495.0
2026-09-14 13:48:41.687221,14829,169287.0,1524365.0
2026-09-14 13:48:41.698236,14830,169299.0,1189775.0
2026-09-14 13:48:41.709176,14831,169310.0,939083.0
2026-09-14 13:48:41.721233,14832,169322.0,926839.0
2026-09-14 13:48:41.732310,14833,169333.0,1159579.0
2026-09-14 13:48:41.744224,14834,169344.0,1482232.0
2026-09-14 13:48:41.755298,14835,169356.0,1656963.0
2026-09-14 13:48:41.767136,14836,169367.0,1585411.0
2026-09-14 13:48:41.778278,14837,169379.0,1356509.0
2026-09-14 13:48:41.790191,14838,169390.0,1119422.0
2026-09-14 13:48:41.801208,14839,169402.0,1015784.0
2026-09-14 13:48:41.812237,14840,169413.0,1100147.0
2026-09-14 13:48:41.824257,14841,169424.0,1329735.0
2026-09-14 13:48:41.835246,14842,169436.0,1552361.0
2026-09-14 13:48:41.847214,14843,169447.0,1598185.0
2026-09-14 13:48:41.858252,14844,169459.0,1472051.0
2026-09-14 13:48:41.869243,14845,169470.0,1267436.0
2026-09-14 13:48:41.881203,14846,169481.0,1107274.0
2026-09-14 13:48:41.892221,14847,169493.0,1086328.0
2026-09-14 13:48:41.904307,14848,169504.0,1216452.0
2026-09-14 13:48:41.915242,14849,169516.0,1416834.0
2026-09-14 13:48:41.927203,14850,169527.0,1555385.0
2026-09-14 13:48:41.938265,14851,169539.0,1532035.0
2026-09-14 13:48:41.949227,14852,169550.0,1388657.0
2026-09-14 13:48:41.961252,14853,169561.0,1220258.0
2026-09-14 13:48:41.972240,14854,169573.0,1122506.0
2026-09-14 13:48:41.984202,14855,169584.0,1153847.0
2026-09-14 13:48:41.995152,14856,169596.0,1296753.0
2026-09-14 13:48:42.007189,14857,169607.0,1465725.0
2026-09-14 13:48:42.018195,14858,169619.0,1547174.0
2026-09-14 13:48:42.029241,14859,169630.0,1493794.0
2026-09-14 13:48:42.041245,14860,169641.0,1348349.0
2026-09-14 13:48:42.052254,14861,169653.0,1200884.0
2026-09-14 13:48:42.064132,14862,169664.0,1138353.0
2026-09-14 13:48:42.075207,14863,169676.0,1198742.0
2026-09-14 13:48:42.087195,14864,169687.0,1342231.0
2026-09-14 13:48:42.098227,14865,169698.0,1485413.0
2026-09-14 13:48:42.109142,14866,169710.0,1546099.0
2026-09-14 13:48:42.121246,14867,169721.0,1487690.0
2026-09-14 13:48:42.132219,14868,169733.0,1341968.0
2026-09-14 13:48:42.144243,14869,169744.0,1198262.0
2026-09-14 13:48:42.155238,14870,169756.0,1139407.0
2026-09-14 13:48:42.166247,14871,169767.0,1202286.0
2026-09-14 13:48:42.178219,14872,169778.0,1346391.0
2026-09-14 13:48:42.189246,14873,169790.0,1485856.0
2026-09-14 13:48:42.201217,14874,169801.0,1541381.0
2026-09-14 13:48:42.212220,14875,169813.0,1482971.0
2026-09-14 13:48:42.224190,14876,169824.0,1343342.0
2026-09-14 13:48:42.235132,14877,169836.0,1200156.0
2026-09-14 13:48:42.246149,14878,169847.0,1142914.0
2026-09-14 13:48:42.258194,14879,169858.0,1203522.0
2026-09-14 13:48:42.269281,14880,169870.0,1345164.0
2026-09-14 13:48:42.281188,14881,169881.0,1485980.0
2026-09-14 13:48:42.292261,14882,169893.0,1544631.0
2026-09-14 13:48:42.304212,14883,169904.0,1482464.0
2026-09-14 13:48:42.315181,14884,169915.0,1340074.0
2026-09-14 13:48:42.326260,14885,169927.0,1200943.0
2026-09-14 13:48:42.338212,14886,169938.0,1142654.0
2026-09-14 13:48:42.349254,14887,169950.0,1207534.0
2026-09-14 13:48:42.361223,14888,169961.0,1350148.0
2026-09-14 13:48:42.372303,14889,169973.0,1538333.0
2026-09-14 13:48:42.383243,14890,169984.0,1856327.0
2026-09-14 13:48:42.395228,14891,169995.0,2230775.0
2026-09-14 13:48:42.406235,14892,170007.0,2539286.0
2026-09-14 13:48:42.418231,14893,170018.0,2706943.0
2026-09-14 13:48:42.429207,14894,170030.0,2677651.0
2026-09-14 13:48:42.441190,14895,170041.0,2253544.0
2026-09-14 13:48:42.452228,14896,170053.0,1354125.0
2026-09-14 13:48:42.463243,14897,170064.0,460756.0
2026-09-14 13:48:42.475226,14898,170075.0,84716.0
2026-09-14 13:48:42.486161,14899,170087.0,445900.0
2026-09-14 13:48:42.498195,14900,170098.0,1330160.0
2026-09-14 13:48:42.509152,14901,170110.0,2219786.0
2026-09-14 13:48:42.521233,14902,170121.0,2592727.0
2026-09-14 13:48:42.532256,14903,170133.0,2232369.0
2026-09-14 13:48:42.543270,14904,170144.0,1357843.0
2026-09-14 13:48:42.555194,14905,170155.0,485258.0
2026-09-14 13:48:42.566220,14906,170167.0,117565.0
2026-09-14 13:48:42.578178,14907,170178.0,468458.0
2026-09-14 13:48:42.589196,14908,170190.0,1327948.0
2026-09-14 13:48:42.600140,14909,170201.0,2197509.0
2026-09-14 13:48:42.612221,14910,170212.0,2558209.0
2026-09-14 13:48:42.623228,14911,170224.0,2208687.0
2026-09-14 13:48:42.635204,14912,170235.0,1357831.0
2026-09-14 13:48:42.646246,14913,170247.0,506561.0
2026-09-14 13:48:42.657234,14914,170258.0,151658.0
2026-09-14 13:48:42.669239,14915,170270.0,496141.0
2026-09-14 13:48:42.680253,14916,170281.0,1330464.0
2026-09-14 13:48:42.692261,14917,170292.0,2173509.0
2026-09-14 13:48:42.703232,14918,170304.0,2524270.0
2026-09-14 13:48:42.715210,14919,170315.0,2187209.0
2026-09-14 13:48:42.726254,14920,170327.0,1354336.0
2026-09-14 13:48:42.737249,14921,170338.0,527823.0
2026-09-14 13:48:42.749199,14922,170350.0,182115.0
2026-09-14 13:48:42.760132,14923,170361.0,514630.0
2026-09-14 13:48:42.772190,14924,170372.0,1329016.0
2026-09-14 13:48:42.783262,14925,170384.0,2152735.0
2026-09-14 13:48:42.795186,14926,170395.0,2495550.0
2026-09-14 13:48:42.806199,14927,170407.0,2163218.0
2026-09-14 13:48:42.817189,14928,170418.0,1352963.0
2026-09-14 13:48:42.829164,14929,170429.0,545700.0
2026-09-14 13:48:42.840178,14930,170441.0,209701.0
2026-09-14 13:48:42.852165,14931,170452.0,541798.0
2026-09-14 13:48:42.863145,14932,170464.0,1337556.0
2026-09-14 13:48:42.875187,14933,170475.0,2123091.0
2026-09-14 13:48:42.886136,14934,170487.0,2390816.0
2026-09-14 13:48:42.897172,14935,170498.0,2013724.0
2026-09-14 13:48:42.909209,14936,170509.0,1249824.0
2026-09-14 13:48:42.920208,14937,170521.0,553944.0
2026-09-14 13:48:42.932170,14938,170532.0,317286.0
2026-09-14 13:48:42.943235,14939,170544.0,684973.0
2026-09-14 13:48:42.955182,14940,170555.0,1432298.0
2026-09-14 13:48:42.966124,14941,170567.0,2064923.0
2026-09-14 13:48:42.977210,14942,170578.0,2173173.0
2026-09-14 13:48:42.989235,14943,170589.0,1751259.0
2026-09-14 13:48:43.000207,14944,170601.0,1090201.0
2026-09-14 13:48:43.012139,14945,170612.0,591606.0
2026-09-14 13:48:43.023199,14946,170624.0,528749.0
2026-09-14 13:48:43.034259,14947,170635.0,937896.0
2026-09-14 13:48:43.046234,14948,170646.0,1587313.0
2026-09-14 13:48:43.057227,14949,170658.0,2036761.0
2026-09-14 13:48:43.069240,14950,170669.0,2011105.0
2026-09-14 13:48:43.080210,14951,170681.0,1572810.0
2026-09-14 13:48:43.091299,14952,170692.0,997470.0
2026-09-14 13:48:43.103193,14953,170704.0,645962.0
2026-09-14 13:48:43.114113,14954,170715.0,700285.0
2026-09-14 13:48:43.126214,14955,170726.0,1118390.0
2026-09-14 13:48:43.137189,14956,170738.0,1671660.0
2026-09-14 13:48:43.149175,14957,170749.0,1969621.0
2026-09-14 13:48:43.160159,14958,170761.0,1840243.0
2026-09-14 13:48:43.172189,14959,170772.0,1407161.0
2026-09-14 13:48:43.183180,14960,170784.0,937310.0
2026-09-14 13:48:43.194215,14961,170795.0,726647.0
2026-09-14 13:48:43.206213,14962,170806.0,853412.0
2026-09-14 13:48:43.217242,14963,170818.0,1276721.0
2026-09-14 13:48:43.229175,14964,170829.0,1735550.0
