"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.465424667E0	-1.996997223E0	2.315684509E-1	9.584568787E0	9.793139470E0
9.475388667E0	-1.562750244E0	1.772314453E-1	9.527986450E0	9.656921099E0
9.485351667E0	-2.051932983E0	2.148033142E-1	9.602531433E0	9.821668868E0
9.495315667E0	-1.577868805E0	2.025288391E-1	9.501192169E0	9.633449047E0
9.505279667E0	-2.090702362E0	1.829196167E-1	9.658215637E0	9.883603859E0
9.515242667E0	-1.577120361E0	2.195933533E-1	9.528285828E0	9.660422387E0
9.525206667E0	-2.040406952E0	1.440005493E-1	9.689201202E0	9.902758031E0
9.535170667E0	-1.654958496E0	2.366578674E-1	9.426347809E0	9.573449095E0
9.545133667E0	-1.926643524E0	1.555265808E-1	9.649084625E0	9.840781366E0
9.555097667E0	-1.815724182E0	2.321672058E-1	9.454489288E0	9.630063531E0
9.565060667E0	-1.789678345E0	1.148112488E-1	9.628577271E0	9.794163081E0
9.575024667E0	-1.929188232E0	2.363584900E-1	9.535321198E0	9.731391623E0
9.584988667E0	-1.691482544E0	1.514849854E-1	9.630822601E0	9.779407184E0
9.594951667E0	-1.957329712E0	1.980381775E-1	9.477691040E0	9.679720356E0
9.604915667E0	-1.677262115E0	1.378633118E-1	9.515562286E0	9.663236524E0
9.614879667E0	-2.064207458E0	1.924996948E-1	9.563762054E0	9.785885407E0
9.624842667E0	-1.646126862E0	1.845661926E-1	9.511071625E0	9.654236468E0
9.634806667E0	-2.037113800E0	1.770817566E-1	9.580676880E0	9.796456505E0
9.644769667E0	-1.594933319E0	1.865121460E-1	9.506431274E0	9.641101319E0
9.654733667E0	-2.047442322E0	1.661544800E-1	9.632319489E0	9.848919032E0
9.664697667E0	-1.702709198E0	2.013313293E-1	9.419911194E0	9.574679097E0
9.674660667E0	-2.018552399E0	1.492396545E-1	9.658964081E0	9.868759465E0
9.684624667E0	-1.729353790E0	1.917512512E-1	9.516610107E0	9.674363080E0
9.694588667E0	-1.905387726E0	1.432521057E-1	9.632020111E0	9.819716644E0
9.704551667E0	-1.840572510E0	2.032772827E-1	9.488768005E0	9.667768464E0
9.714515667E0	-1.822609863E0	1.416055298E-1	9.572294312E0	9.745295133E0
9.724478667E0	-1.947300568E0	2.098635864E-1	9.454638977E0	9.655372619E0
9.734442667E0	-1.732048187E0	1.544787598E-1	9.594897308E0	9.751200386E0
9.744406667E0	-2.047442322E0	1.983375549E-1	9.553882599E0	9.772821013E0
9.754369667E0	-1.637893982E0	1.574725342E-1	9.563013611E0	9.703541808E0
9.764333667E0	-2.130070496E0	1.725910950E-1	9.506431274E0	9.743676081E0
9.774297667E0	-1.596879272E0	1.568737793E-1	9.464668121E0	9.599717467E0
9.784260667E0	-2.153122559E0	1.395098877E-1	9.615704041E0	9.854804105E0
9.794224667E0	-1.617536316E0	1.890568542E-1	9.452393646E0	9.591658453E0
9.804188667E0	-2.121089172E0	1.535806274E-1	9.647288361E0	9.878905759E0
9.814151667E0	-1.630259857E0	2.055226135E-1	9.442813568E0	9.584712558E0
9.824115667E0	-2.060016174E0	1.637594604E-1	9.672286377E0	9.890581760E0
9.834078667E0	-1.750310211E0	1.904040527E-1	9.403295746E0	9.566703216E0
9.844042667E0	-2.020947418E0	1.558259583E-1	9.616452484E0	9.827749924E0
9.854006667E0	-1.862576752E0	2.062710571E-1	9.560768280E0	9.742691107E0
9.863969667E0	-1.843865662E0	1.305285645E-1	9.598489838E0	9.774859868E0
9.873933667E0	-1.945953369E0	1.739382935E-1	9.470655670E0	9.670072795E0
9.883897667E0	-1.766476593E0	1.746867371E-1	9.554481354E0	9.717976587E0
9.893860667E0	-2.084265747E0	1.799258423E-1	9.538464661E0	9.765185359E0
9.903824667E0	-1.703158264E0	1.764830017E-1	9.487271118E0	9.640550171E0
9.913787667E0	-2.122735748E0	1.537303162E-1	9.634415131E0	9.866691187E0
9.923751667E0	-1.647174683E0	1.865121460E-1	9.472002869E0	9.615966387E0
9.933715667E0	-2.114502869E0	1.595681763E-1	9.655521240E0	9.885629712E0
9.943678667E0	-1.685794373E0	1.740879822E-1	9.406139832E0	9.557597806E0
9.953642667E0	-2.075583801E0	1.428030396E-1	9.678124237E0	9.899218634E0
9.963606667E0	-1.753303986E0	1.947450256E-1	9.414223022E0	9.578078910E0
9.973569667E0	-2.050436096E0	1.681004333E-1	9.664053497E0	9.880611112E0
9.983533667E0	-1.798509979E0	1.901046753E-1	9.439520416E0	9.611208229E0
9.993497667E0	-1.908231812E0	1.474433899E-1	9.631870422E0	9.820184114E0
1.000346067E1	-1.954785004E0	1.941462708E-1	9.459129639E0	9.660952888E0
1.001342467E1	-1.819616089E0	1.570234680E-1	9.593400421E0	9.765704825E0
1.002338767E1	-2.090103607E0	2.053729248E-1	9.576485596E0	9.804069945E0
1.003335167E1	-1.693727875E0	1.736389160E-1	9.554481354E0	9.704997606E0
1.004331567E1	-2.105222168E0	1.448986816E-1	9.584419098E0	9.813971951E0
1.005327867E1	-1.685045929E0	2.088157654E-1	9.412127380E0	9.564053828E0
1.006324267E1	-2.152673492E0	1.562750244E-1	9.666897583E0	9.904914635E0
1.007320667E1	-1.691931610E0	1.905537415E-1	9.389374695E0	9.542499697E0
1.008316967E1	-2.123783569E0	1.580712891E-1	9.719737701E0	9.950313772E0
1.009313367E1	-1.761836243E0	1.942959595E-1	9.482032013E0	9.646281613E0
1.010309767E1	-2.001637573E0	1.624122620E-1	9.668244781E0	9.874608239E0
1.011306067E1	-1.869013367E0	1.856140137E-1	9.388177185E0	9.574211946E0
1.012302467E1	-1.917662201E0	1.535806274E-1	9.674531708E0	9.863953522E0
1.013298767E1	-1.992805939E0	1.761836243E-1	9.442813568E0	9.652411318E0
1.014295167E1	-1.813029785E0	1.763333130E-1	9.628427582E0	9.799223854E0
1.015291567E1	-2.075733490E0	1.758842468E-1	9.538015594E0	9.762855436E0
1.016287867E1	-1.626367950E0	1.636097717E-1	9.548194427E0	9.687097485E0
1.017284267E1	-2.207459564E0	1.740879822E-1	9.627080383E0	9.878454386E0
1.018280667E1	-1.610201569E0	1.785786438E-1	9.459578705E0	9.597305283E0
1.019276967E1	-2.239792328E0	1.896556091E-1	9.692045288E0	9.949290467E0
1.020273367E1	-1.629361725E0	1.875599670E-1	9.490414581E0	9.631093775E0
1.021269667E1	-2.178419952E0	1.520837402E-1	9.704319763E0	9.946982709E0
1.022266067E1	-1.698966980E0	1.757345581E-1	9.388177185E0	9.542287058E0
1.023262467E1	-2.071242828E0	1.534309387E-1	9.689201202E0	9.909299059E0
1.024258767E1	-1.829495544E0	1.957928467E-1	9.437574463E0	9.615258734E0
1.025255167E1	-1.920506287E0	1.573228455E-1	9.677974548E0	9.867942351E0
1.026251567E1	-2.002685394E0	1.986369324E-1	9.519154816E0	9.729569046E0
1.027247867E1	-1.768123169E0	1.811233521E-1	9.659413147E0	9.821574596E0
1.028244267E1	-2.103425903E0	1.603166199E-1	9.477691040E0	9.709620456E0
1.029240667E1	-1.644629974E0	1.764830017E-1	9.573791199E0	9.715628231E0
1.030236967E1	-2.222129059E0	1.552272034E-1	9.628726959E0	9.883032728E0
1.031233367E1	-1.606010284E0	1.781295776E-1	9.499994659E0	9.636435944E0
1.032229667E1	-2.282303925E0	1.718426514E-1	9.697733459E0	9.964159541E0
1.033226067E1	-1.510658569E0	1.658551025E-1	9.459878082E0	9.581173757E0
1.034222467E1	-2.256108398E0	1.658551025E-1	9.693093109E0	9.953571572E0
1.035218767E1	-1.619631958E0	1.847158813E-1	9.404044189E0	9.544284926E0
1.036215167E1	-2.180814972E0	1.669029236E-1	9.748777313E0	9.991119538E0
1.037211567E1	-1.742825775E0	1.927990723E-1	9.437275085E0	9.598790247E0
1.038207867E1	-1.989662476E0	1.664538574E-1	9.755962372E0	9.958175810E0
1.039204267E1	-1.887125702E0	1.495390320E-1	9.383836212E0	9.572877697E0
1.040200567E1	-1.878144379E0	1.764830017E-1	9.695338440E0	9.877153437E0
1.041196967E1	-2.029479675E0	1.739382935E-1	9.484127655E0	9.700397912E0
1.042193779E1	-1.721869354E0	1.654060364E-1	9.607620850E0	9.762098730E0
1.043190079E1	-2.160307617E0	1.751358032E-1	9.618997192E0	9.860157632E0
1.044186479E1	-1.580862579E0	1.847158813E-1	9.570348358E0	9.701794378E0
1.045182879E1	-2.242486725E0	1.764830017E-1	9.650581512E0	9.909269221E0
1.046179179E1	-1.531465302E0	1.642085266E-1	9.455986176E0	9.580606712E0
1.047175579E1	-2.320025482E0	1.637594604E-1	9.745783539E0	1.001946267E1
1.048171979E1	-1.539398804E0	1.660047913E-1	9.431287537E0	9.557535816E0
1.049168279E1	-2.251018982E0	1.981878662E-1	9.743089142E0	1.000170740E1
1.050164679E1	-1.593586121E0	1.769320679E-1	9.441017303E0	9.576201199E0
1.051160979E1	-2.121538239E0	1.739382935E-1	9.717642059E0	9.948052383E0
1.052157379E1	-1.741628265E0	2.001338196E-1	9.426647186E0	9.588274075E0
1.053153779E1	-2.018253021E0	1.766326904E-1	9.694739685E0	9.904166897E0
1.054150079E1	-1.876048737E0	1.920506287E-1	9.526040497E0	9.710916015E0
1.055146479E1	-1.811832275E0	1.661544800E-1	9.672436066E0	9.842071070E0
1.056142879E1	-2.066303101E0	1.775308228E-1	9.555379486E0	9.777852669E0
1.057139179E1	-1.660347290E0	1.827699280E-1	9.553433533E0	9.698363276E0
1.058135579E1	-2.139949951E0	1.802252197E-1	9.617500305E0	9.854348230E0
1.059131979E1	-1.633253632E0	1.865121460E-1	9.490264893E0	9.631585121E0
1.060128279E1	-2.185305634E0	1.718426514E-1	9.724378052E0	9.968380967E0
1.061124679E1	-1.591041412E0	1.872605896E-1	9.520651703E0	9.654495748E0
1.062120979E1	-2.227667542E0	1.983375549E-1	9.726024628E0	9.979849474E0
1.063117379E1	-1.549877014E0	1.607656860E-1	9.401649170E0	9.529898818E0
1.064113779E1	-2.208507385E0	2.019300842E-1	9.776170349E0	1.002455921E1
1.065110079E1	-1.636546783E0	1.960922241E-1	9.446855164E0	9.589567770E0
1.066106479E1	-2.118843842E0	2.005828857E-1	9.761650543E0	9.990973629E0
1.067102879E1	-1.725312195E0	1.809736633E-1	9.413324890E0	9.571840947E0
1.068099179E1	-1.950743408E0	1.999841309E-1	9.754764862E0	9.949916131E0
1.069095579E1	-1.886676636E0	1.809736633E-1	9.490564270E0	9.677970364E0
1.070091979E1	-1.820813599E0	1.920506287E-1	9.631121979E0	9.803609344E0
1.071088279E1	-2.058519287E0	2.092648315E-1	9.645791473E0	9.865221061E0
1.072084679E1	-1.676064606E0	1.773811340E-1	9.581874390E0	9.728975971E0
1.073080979E1	-2.121538239E0	1.878593445E-1	9.642348633E0	9.874771025E0
1.074077379E1	-1.614542542E0	1.944456482E-1	9.467362518E0	9.606014251E0
1.075073779E1	-2.174378357E0	2.122586060E-1	9.678124237E0	9.921646219E0
1.076070079E1	-1.623823242E0	1.939965820E-1	9.445807343E0	9.586329483E0
1.077066479E1	-2.171234894E0	1.996847534E-1	9.802964630E0	1.004252212E1
1.078062879E1	-1.623673553E0	1.919009399E-1	9.448950806E0	9.589359369E0
1.079059179E1	-2.085313568E0	2.104623413E-1	9.789492645E0	1.001134323E1
1.080055579E1	-1.723665619E0	1.734892273E-1	9.408983917E0	9.567136459E0
1.081051879E1	-2.005080414E0	2.158511353E-1	9.751771088E0	9.958111193E0
1.082048279E1	-1.841470642E0	1.866618347E-1	9.478888550E0	9.657907895E0
1.083044679E1	-1.892514496E0	2.276765442E-1	9.694140930E0	9.879768019E0
1.084040979E1	-1.980381775E0	2.049238586E-1	9.534572754E0	9.740225016E0
1.085037379E1	-1.723066864E0	2.092648315E-1	9.684111786E0	9.838433426E0
1.086033779E1	-2.083517303E0	2.167492676E-1	9.576036530E0	9.802474188E0
1.087030079E1	-1.650467834E0	1.910028076E-1	9.592801666E0	9.735623758E0
1.088026479E1	-2.181413727E0	2.269281006E-1	9.689650269E0	9.934756390E0
1.089022879E1	-1.577120361E0	2.112107849E-1	9.564660187E0	9.696114847E0
1.090019179E1	-2.190095673E0	2.086660767E-1	9.683213654E0	9.929989287E0
1.091015579E1	-1.581012268E0	2.168989563E-1	9.411977692E0	9.546306564E0
1.092011879E1	-2.168839874E0	2.532733154E-1	9.760003967E0	1.000128448E1
1.093008279E1	-1.611099701E0	2.032772827E-1	9.381890259E0	9.521387962E0
1.094004679E1	-2.146536255E0	2.242337036E-1	9.806557159E0	1.004123807E1
1.095000979E1	-1.752854919E0	1.923500061E-1	9.492061157E0	9.654466526E0
1.095997379E1	-1.985620880E0	2.484832764E-1	9.726623383E0	9.930339201E0
1.096993779E1	-1.853296051E0	2.149530029E-1	9.475445709E0	9.657379688E0
1.097990079E1	-1.800455933E0	2.227368164E-1	9.662556610E0	9.831391229E0
1.098986479E1	-2.025138702E0	2.276765442E-1	9.589209137E0	9.803364486E0
1.099982879E1	-1.782493286E0	2.487826538E-1	9.633666687E0	9.800342288E0
1.100979179E1	-2.116897888E0	2.213896179E-1	9.607171783E0	9.840122952E0
1.101975579E1	-1.584006042E0	2.234852600E-1	9.558522949E0	9.691459218E0
1.102971879E1	-2.193239136E0	2.266287231E-1	9.664951630E0	9.913271331E0
1.103968279E1	-1.593735809E0	2.083666992E-1	9.448501740E0	9.584236831E0
1.104964679E1	-2.209555206E0	2.597099304E-1	9.742340698E0	9.993136932E0
1.105960979E1	-1.607656860E0	2.409988403E-1	9.480535126E0	9.618897405E0
1.106957379E1	-2.112407227E0	2.369572449E-1	9.747579803E0	9.976659012E0
1.107953779E1	-1.657802582E0	2.173480225E-1	9.408534851E0	9.555944621E0
1.108950079E1	-2.078128510E0	2.585124207E-1	9.757908325E0	9.980091265E0
1.109946479E1	-1.808090057E0	2.239343262E-1	9.399703217E0	9.574641340E0
1.110942879E1	-1.926344147E0	2.483335876E-1	9.728269958E0	9.920267523E0
1.111939179E1	-1.964514771E0	2.326162720E-1	9.568851471E0	9.771199880E0
1.112935579E1	-1.779349823E0	2.689906311E-1	9.695338440E0	9.860934500E0
1.113931879E1	-2.069296875E0	2.402503967E-1	9.516610107E0	9.741949381E0
1.114928279E1	-1.690883789E0	2.513273621E-1	9.595795441E0	9.746873528E0
1.115924679E1	-2.114053802E0	2.409988403E-1	9.647587738E0	9.879435869E0
1.116920979E1	-1.616488495E0	2.415975952E-1	9.533375244E0	9.672468558E0
1.117917379E1	-2.267185364E0	2.710862732E-1	9.729916534E0	9.994242993E0
1.118913779E1	-1.533261566E0	2.052232361E-1	9.444460144E0	9.570310080E0
1.119910079E1	-2.233206024E0	2.802172852E-1	9.719288635E0	9.976487481E0
1.120906479E1	-1.588646393E0	2.091151428E-1	9.379644928E0	9.515527599E0
1.121902879E1	-2.156415710E0	2.793191528E-1	9.764195251E0	1.000338227E1
1.122899179E1	-1.731449432E0	2.486329651E-1	9.501940613E0	9.661604986E0
1.123895579E1	-2.004331970E0	2.610571289E-1	9.760902100E0	9.967984113E0
1.124891879E1	-1.879790955E0	2.314187622E-1	9.474996643E0	9.662439136E0
1.125888279E1	-1.850152588E0	2.525248718E-1	9.628427582E0	9.807826013E0
1.126884679E1	-2.014510803E0	2.478845215E-1	9.542506256E0	9.755978995E0
1.127880979E1	-1.761686554E0	2.683918762E-1	9.594747620E0	9.758829622E0
1.128877379E1	-2.135010223E0	2.499801636E-1	9.675429840E0	9.911342055E0
1.129873779E1	-1.641636200E0	2.695893860E-1	9.585616608E0	9.728910196E0
1.130870079E1	-2.165995789E0	2.540217590E-1	9.672436066E0	9.915245043E0
1.131866479E1	-1.584155731E0	2.409988403E-1	9.426946564E0	9.562162482E0
1.132862779E1	-2.234253845E0	2.743794250E-1	9.783654785E0	1.003927663E1
1.133859179E1	-1.585203552E0	2.291734314E-1	9.411229248E0	9.546550514E0
1.134855579E1	-2.233954468E0	2.989283752E-1	9.773925018E0	1.003042975E1
1.135851879E1	-1.618284760E0	2.432441711E-1	9.438771973E0	9.579584001E0
1.136848279E1	-2.117197266E0	2.992277527E-1	9.735754395E0	9.967796905E0
1.137844679E1	-1.783391418E0	2.350112915E-1	9.429042206E0	9.599091216E0
1.138840979E1	-2.003583527E0	2.977308655E-1	9.711654510E0	9.920646347E0
1.139837379E1	-1.900298309E0	2.700384521E-1	9.536818085E0	9.728049836E0
1.140833779E1	-1.868414612E0	2.781216431E-1	9.725126495E0	9.906887007E0
1.141829692E1	-2.033221893E0	2.615061951E-1	9.569150848E0	9.786267149E0
1.142826092E1	-1.719474335E0	2.568658447E-1	9.528734894E0	9.686039476E0
1.143822392E1	-2.179168396E0	2.942880249E-1	9.660910034E0	9.908004997E0
1.144818792E1	-1.631756744E0	2.646496582E-1	9.423054657E0	9.566955032E0
1.145815192E1	-2.213746490E0	2.818638611E-1	9.766290894E0	1.001801171E1
1.146811492E1	-1.642384644E0	2.662962341E-1	9.455088043E0	9.600366186E0
1.147807892E1	-2.133663025E0	3.086581421E-1	9.800719299E0	1.003503296E1
1.148804292E1	-1.679357758E0	2.372566223E-1	9.337133331E0	9.489920549E0
1.149800592E1	-2.137105865E0	3.019221497E-1	9.759854279E0	9.995655757E0
1.150796992E1	-1.770667877E0	2.444416809E-1	9.461075592E0	9.628445764E0
1.151793392E1	-2.041454773E0	3.092568970E-1	9.717043304E0	9.933987518E0
1.152789692E1	-1.911824341E0	2.544708252E-1	9.493108978E0	9.687050417E0
1.153786092E1	-1.823657684E0	3.107537842E-1	9.729018402E0	9.903337535E0
1.154782392E1	-2.046244812E0	2.577639771E-1	9.498497772E0	9.719826132E0
1.155778792E1	-1.791175232E0	2.881507874E-1	9.620344391E0	9.789911429E0
1.156775192E1	-2.138003998E0	2.848576355E-1	9.631421356E0	9.869978840E0
1.157771492E1	-1.662742310E0	2.698887634E-1	9.598489838E0	9.745181327E0
1.158767892E1	-2.195634155E0	2.773731995E-1	9.696985016E0	9.946319100E0
1.159764292E1	-1.599274292E0	2.519261169E-1	9.439520416E0	9.577353012E0
1.160760592E1	-2.232756958E0	3.140469360E-1	9.712253265E0	9.970541239E0
1.161756992E1	-1.626667328E0	2.612068176E-1	9.406289520E0	9.549479469E0
1.162753392E1	-2.205363922E0	3.008743286E-1	9.779463501E0	1.002955940E1
1.163749692E1	-1.702110443E0	2.501298523E-1	9.458530884E0	9.613716835E0
1.164746092E1	-2.111958160E0	3.255729675E-1	9.836943970E0	1.006637133E1
1.165742392E1	-1.787882080E0	2.339634705E-1	9.320368195E0	9.493183055E0
1.166738792E1	-1.972448273E0	3.203338623E-1	9.736502838E0	9.939449355E0
1.167735192E1	-1.940863953E0	2.366578674E-1	9.461524658E0	9.661439266E0
1.168731492E1	-1.875749359E0	3.180885315E-1	9.682764587E0	9.867904845E0
1.169727892E1	-2.064955902E0	2.519261169E-1	9.519753571E0	9.744394167E0
1.170724292E1	-1.680555267E0	3.129991150E-1	9.618398438E0	9.769126008E0
1.171720592E1	-2.161056061E0	2.764750671E-1	9.603878632E0	9.847897569E0
1.172716992E1	-1.632954254E0	2.775228882E-1	9.446705475E0	9.590818676E0
1.173713392E1	-2.267933807E0	3.053649902E-1	9.754764862E0	1.001959126E1
1.174709692E1	-1.584904175E0	2.556683350E-1	9.484277344E0	9.619189377E0
1.175706092E1	-2.233655090E0	3.005749512E-1	9.739346924E0	9.996721406E0
1.176702392E1	-1.637594604E0	2.409988403E-1	9.408385162E0	9.552879560E0
1.177698792E1	-2.183808746E0	3.227288818E-1	9.739496613E0	9.986539382E0
1.178695192E1	-1.685644684E0	2.664459229E-1	9.372310181E0	9.526415357E0
1.179691492E1	-2.096989288E0	3.188369751E-1	9.797875214E0	1.002483814E1
1.180687892E1	-1.833537140E0	2.409988403E-1	9.473649445E0	9.652459411E0
1.181684292E1	-1.929487610E0	3.362008667E-1	9.730664978E0	9.925814545E0
1.182680592E1	-1.952988739E0	2.224374390E-1	9.398805084E0	9.602144575E0
1.183676992E1	-1.825004883E0	3.149450684E-1	9.655970306E0	9.831968052E0
1.184673392E1	-2.045047302E0	2.546205139E-1	9.510472870E0	9.731194391E0
1.185669692E1	-1.760638733E0	3.064128113E-1	9.595496063E0	9.760496005E0
1.186666092E1	-2.140399017E0	2.734812927E-1	9.595046997E0	9.834684888E0
1.187662492E1	-1.624421997E0	2.606080627E-1	9.550589447E0	9.691254933E0
1.188658792E1	-2.226769409E0	2.990780640E-1	9.649234314E0	9.907354467E0
1.189655192E1	-1.605112152E0	2.447410583E-1	9.436077576E0	9.574750295E0
1.190651492E1	-2.256557465E0	2.996768188E-1	9.705666962E0	9.969043533E0
1.191647892E1	-1.607656860E0	2.631527710E-1	9.438173218E0	9.577730611E0
1.192644292E1	-2.184557190E0	2.791694641E-1	9.766290894E0	1.001152653E1
1.193640592E1	-1.702260132E0	2.384541321E-1	9.335187378E0	9.492116377E0
1.194636992E1	-2.051783295E0	3.083587646E-1	9.764344940E0	9.982351022E0
1.195633392E1	-1.787882080E0	2.357597351E-1	9.326804810E0	9.499546986E0
1.196629692E1	-1.968406677E0	3.320095825E-1	9.759554901E0	9.961614682E0
1.197626092E1	-1.956730957E0	2.157014465E-1	9.434281311E0	9.637478249E0
1.198622492E1	-1.847009125E0	3.158432007E-1	9.672136688E0	9.851975830E0
1.199618792E1	-2.038610687E0	2.275268555E-1	9.457333374E0	9.677233931E0
1.200615192E1	-1.683998108E0	2.739303589E-1	9.575587463E0	9.726395156E0
1.201611492E1	-2.115401001E0	2.532733154E-1	9.530680847E0	9.765907340E0
1.202607892E1	-1.679956512E0	2.866539001E-1	9.558373260E0	9.709115497E0
1.203604292E1	-2.268382874E0	2.703378296E-1	9.604327698E0	9.872271974E0
1.204600592E1	-1.562600555E0	2.627037048E-1	9.523795166E0	9.654709115E0
1.205596992E1	-2.236499176E0	2.627037048E-1	9.615105286E0	9.875281842E0
1.206593392E1	-1.575922852E0	2.486329651E-1	9.386829987E0	9.521445709E0
1.207589692E1	-2.227517853E0	2.746788025E-1	9.701625366E0	9.957852127E0
1.208586092E1	-1.645677795E0	2.520758057E-1	9.447004852E0	9.592585590E0
1.209582492E1	-2.104174347E0	2.710862732E-1	9.720486145E0	9.949315974E0
1.210578792E1	-1.678609314E0	1.980381775E-1	9.306147766E0	9.458400213E0
1.211575192E1	-2.064207458E0	3.185375977E-1	9.707313538E0	9.929469006E0
1.212571592E1	-1.849853210E0	2.077679443E-1	9.322763214E0	9.506789067E0
1.213567892E1	-1.918260956E0	3.031196594E-1	9.703271942E0	9.895710839E0
1.214564292E1	-1.970352631E0	1.978884888E-1	9.439969482E0	9.645437946E0
1.215560692E1	-1.791773987E0	2.853067017E-1	9.705966339E0	9.874089148E0
1.216556992E1	-2.058070221E0	2.198927307E-1	9.402547302E0	9.627663352E0
1.217553392E1	-1.722617798E0	2.594105530E-1	9.598639526E0	9.755438825E0
1.218549792E1	-2.135758667E0	2.300715637E-1	9.502988434E0	9.742750494E0
1.219546092E1	-1.617386627E0	2.399510193E-1	9.503736877E0	9.643367183E0
1.220542492E1	-2.270029449E0	2.447410583E-1	9.619595947E0	9.886837618E0
1.221538792E1	-1.512604523E0	2.219883728E-1	9.417067108E0	9.540356608E0
1.222535192E1	-2.255509644E0	2.597099304E-1	9.672885132E0	9.935767699E0
1.223531592E1	-1.554217987E0	2.242337036E-1	9.344617767E0	9.475640112E0
1.224527892E1	-2.226020966E0	2.526745605E-1	9.695488129E0	9.950954920E0
1.225524292E1	-1.593436432E0	2.469863892E-1	9.385782166E0	9.523284559E0
1.226520692E1	-2.142943726E0	2.399510193E-1	9.704469452E0	9.941152430E0
1.227516992E1	-1.727108459E0	2.046244812E-1	9.322164459E0	9.483012444E0
1.228513392E1	-2.054777069E0	2.610571289E-1	9.706714783E0	9.925249191E0
1.229509792E1	-1.803898773E0	2.043251038E-1	9.314230957E0	9.489504616E0
1.230506092E1	-1.954485626E0	2.624043274E-1	9.720486145E0	9.918503969E0
1.231502492E1	-1.914069672E0	1.951940918E-1	9.419162750E0	9.613656451E0
1.232498892E1	-1.840422821E0	2.682421875E-1	9.708810425E0	9.885348244E0
1.233495192E1	-2.002685394E0	1.929487610E-1	9.359137573E0	9.572953261E0
1.234491592E1	-1.709594879E0	2.398013306E-1	9.639803925E0	9.793162872E0
1.235487992E1	-2.114951935E0	1.907034302E-1	9.463769989E0	9.699089230E0
1.236484292E1	-1.611698456E0	2.164498901E-1	9.540111237E0	9.677713825E0
1.237480692E1	-2.280807037E0	2.059716797E-1	9.587263184E0	9.856983333E0
1.238477092E1	-1.511706390E0	2.097138977E-1	9.489815826E0	9.611755331E0
1.239473392E1	-2.248623962E0	2.149530029E-1	9.640702057E0	9.901800375E0
1.240469792E1	-1.553768921E0	2.118095398E-1	9.387428741E0	9.517503849E0
1.241466192E1	-2.248324585E0	2.233355713E-1	9.696535950E0	9.956287041E0
1.242462917E1	-1.595083008E0	2.086660767E-1	9.396260376E0	9.532971226E0
1.243459317E1	-2.196232910E0	2.146536255E-1	9.752669220E0	9.999203573E0
1.244455717E1	-1.614243164E0	1.486408997E-1	9.303902435E0	9.444070925E0
1.245452017E1	-2.124532013E0	2.454895020E-1	9.752818909E0	9.984556977E0
1.246448417E1	-1.755699005E0	1.712438965E-1	9.310638428E0	9.476275186E0
1.247444817E1	-2.032473450E0	2.492317200E-1	9.747280426E0	9.960047213E0
1.248441117E1	-1.824106750E0	1.806742859E-1	9.430090027E0	9.606591828E0
1.249437517E1	-1.871408386E0	2.345622253E-1	9.704918518E0	9.886487355E0
1.250433917E1	-1.930834808E0	1.666035461E-1	9.418713684E0	9.616030744E0
1.251430217E1	-1.818568268E0	2.231858826E-1	9.632618866E0	9.805322468E0
1.252426617E1	-2.096240845E0	1.833686829E-1	9.478738861E0	9.709497420E0
1.253422917E1	-1.696721649E0	2.028282166E-1	9.601184235E0	9.752063492E0
1.254419317E1	-2.166594543E0	1.989363098E-1	9.547895050E0	9.792650686E0
1.255415717E1	-1.622326355E0	1.990859985E-1	9.554032288E0	9.692838129E0
1.256412017E1	-2.208357697E0	1.933978271E-1	9.576934662E0	9.830153811E0
1.257408417E1	-1.582658844E0	1.917512512E-1	9.477541351E0	9.610690278E0
1.258404817E1	-2.266436920E0	2.016307068E-1	9.679770813E0	9.943608713E0
1.259401117E1	-1.550475769E0	1.796264648E-1	9.464219055E0	9.592063548E0
1.260397517E1	-2.237546997E0	1.989363098E-1	9.727671204E0	9.983675639E0
1.261393917E1	-1.602417755E0	1.591191101E-1	9.378597107E0	9.515836550E0
1.262390217E1	-2.195783844E0	2.315684509E-1	9.731263733E0	9.978606339E0
1.263386617E1	-1.641336823E0	1.628613281E-1	9.345216522E0	9.489656591E0
1.264383017E1	-2.150727539E0	2.359094238E-1	9.756261749E0	9.993294028E0
1.265379317E1	-1.720222778E0	1.739382935E-1	9.418414307E0	9.575800175E0
1.266375717E1	-2.073787537E0	2.227368164E-1	9.787995758E0	1.000775037E1
1.267372117E1	-1.822609863E0	1.639091492E-1	9.393865356E0	9.570448227E0
1.268368417E1	-1.922601929E0	1.939965820E-1	9.692045288E0	9.882801967E0
1.269364817E1	-1.936373291E0	1.481918335E-1	9.445507965E0	9.643086801E0
1.270361217E1	-1.838776245E0	2.073188782E-1	9.636211395E0	9.812270341E0
1.271357517E1	-2.084565125E0	1.749861145E-1	9.561516724E0	9.787677659E0
1.272353917E1	-1.717079315E0	1.853146362E-1	9.578880615E0	9.733327115E0
1.273350317E1	-2.124382324E0	1.930984497E-1	9.626481628E0	9.859991674E0
1.274346617E1	-1.647773438E0	1.703457642E-1	9.495503998E0	9.638919605E0
1.275343017E1	-2.213596802E0	2.070195007E-1	9.671088867E0	9.923347608E0
