"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.045578029E1	-1.786834259E0	2.121089172E-1	9.509425049E0	9.678167782E0
5.046574329E1	-2.035467224E0	2.538720703E-1	9.679621124E0	9.894576442E0
5.047570729E1	-1.706601105E0	2.052232361E-1	9.570498047E0	9.723632900E0
5.048567029E1	-2.057770844E0	2.447410583E-1	9.577234039E0	9.798863754E0
5.049563429E1	-1.659000092E0	2.095642090E-1	9.512568512E0	9.658424207E0
5.050559829E1	-2.129322052E0	2.499801636E-1	9.644743652E0	9.880161062E0
5.051556129E1	-1.621278534E0	2.258802795E-1	9.521699524E0	9.661383328E0
5.052552529E1	-2.130669250E0	2.505789185E-1	9.611662445E0	9.848177304E0
5.053548829E1	-1.602118378E0	2.460882568E-1	9.529333649E0	9.666206211E0
5.054545229E1	-2.146236877E0	2.151026917E-1	9.670789490E0	9.908419211E0
5.055541529E1	-1.633702698E0	2.308200073E-1	9.518705750E0	9.660642915E0
5.056537929E1	-2.122286682E0	2.315684509E-1	9.633217621E0	9.866945142E0
5.057534329E1	-1.623523865E0	2.317181396E-1	9.539213104E0	9.679158521E0
5.058530629E1	-2.095941467E0	2.025288391E-1	9.520202637E0	9.750294704E0
5.059527029E1	-1.672621765E0	2.725831604E-1	9.638456726E0	9.786307435E0
5.060523329E1	-2.068698120E0	2.131567383E-1	9.546098785E0	9.770002545E0
5.061519729E1	-1.684147797E0	2.914439392E-1	9.596543884E0	9.747561125E0
5.062516129E1	-2.009122009E0	1.782792664E-1	9.571545868E0	9.781760836E0
5.063512429E1	-1.760938110E0	2.505789185E-1	9.658814392E0	9.821221323E0
5.064508829E1	-1.935624847E0	2.016307068E-1	9.526339874E0	9.723088496E0
5.065505129E1	-1.844614105E0	2.550695801E-1	9.589059448E0	9.768199567E0
5.066501529E1	-1.931583252E0	2.149530029E-1	9.506580963E0	9.703210822E0
5.067497829E1	-1.840422821E0	2.677931213E-1	9.657766571E0	9.835208409E0
5.068494229E1	-1.848056946E0	2.131567383E-1	9.492809601E0	9.673375026E0
5.069490629E1	-1.921554108E0	2.727328491E-1	9.691596222E0	9.884016933E0
5.070486929E1	-1.776356049E0	1.984872437E-1	9.481283569E0	9.648293949E0
5.071483329E1	-2.000440063E0	2.501298523E-1	9.668244781E0	9.876197778E0
5.072479629E1	-1.706750793E0	1.930984497E-1	9.492659912E0	9.646806595E0
5.073476029E1	-2.026336212E0	2.610571289E-1	9.661359100E0	9.875021465E0
5.074472429E1	-1.677561493E0	1.919009399E-1	9.452693024E0	9.602314509E0
5.075468729E1	-2.118843842E0	2.595602417E-1	9.648036804E0	9.881370599E0
5.076465129E1	-1.636397095E0	2.278262329E-1	9.495953064E0	9.638611147E0
5.077461429E1	-2.098635864E0	2.451901245E-1	9.681567078E0	9.909446592E0
5.078457829E1	-1.604363708E0	2.201921082E-1	9.512119446E0	9.648983564E0
5.079454129E1	-2.137255554E0	2.154020691E-1	9.680219879E0	9.915690408E0
5.080450529E1	-1.636696472E0	2.041754150E-1	9.536668396E0	9.678249172E0
5.081446929E1	-2.094444580E0	2.065704346E-1	9.584119720E0	9.812477784E0
5.082443229E1	-1.683698730E0	2.516267395E-1	9.536069641E0	9.686835481E0
5.083439629E1	-1.994901581E0	2.104623413E-1	9.572593689E0	9.780515152E0
5.084435929E1	-1.763782196E0	2.721340942E-1	9.649384003E0	9.813031959E0
5.085432329E1	-1.976489868E0	1.992356873E-1	9.576335907E0	9.780205338E0
5.086428729E1	-1.832639008E0	2.555186462E-1	9.596843262E0	9.773599956E0
5.087425029E1	-1.886976013E0	1.703457642E-1	9.573791199E0	9.759465870E0
5.088421429E1	-1.838476868E0	2.414479065E-1	9.630972290E0	9.807849996E0
5.089417729E1	-1.841320953E0	1.733395386E-1	9.586065674E0	9.762846130E0
5.090414129E1	-1.931732941E0	2.842588806E-1	9.619146881E0	9.815313647E0
5.091410529E1	-1.826950836E0	1.784289551E-1	9.539512482E0	9.714519270E0
5.092406829E1	-1.943109283E0	2.785707092E-1	9.591155090E0	9.789970955E0
5.093403229E1	-1.748513947E0	1.808239746E-1	9.584119720E0	9.743990412E0
5.094399529E1	-2.010169830E0	2.565664673E-1	9.681716766E0	9.891524081E0
5.095395929E1	-1.693727875E0	1.722917175E-1	9.513316956E0	9.664450220E0
5.096392229E1	-2.070494385E0	2.577639771E-1	9.686506805E0	9.908673138E0
5.097388629E1	-1.623523865E0	1.796264648E-1	9.495653687E0	9.635119840E0
5.098385029E1	-2.099234619E0	2.418969727E-1	9.608069916E0	9.837698290E0
5.099381329E1	-1.676363983E0	2.032772827E-1	9.521849213E0	9.670425548E0
5.100377729E1	-2.087109833E0	2.353106689E-1	9.700876923E0	9.925644142E0
5.101374029E1	-1.591789856E0	2.219883728E-1	9.556427307E0	9.690633450E0
5.102370429E1	-2.117346954E0	2.345622253E-1	9.689350891E0	9.920771051E0
5.103366829E1	-1.640588379E0	1.959425354E-1	9.469607849E0	9.612668543E0
5.104363129E1	-2.129621429E0	2.302212524E-1	9.702822876E0	9.936451128E0
5.105359529E1	-1.619482269E0	2.145039368E-1	9.566007385E0	9.704495456E0
5.106355829E1	-2.105820923E0	2.106120300E-1	9.629475403E0	9.859291847E0
5.107352229E1	-1.653461609E0	2.501298523E-1	9.552685089E0	9.697953013E0
5.108348529E1	-2.054627380E0	2.008822632E-1	9.592053223E0	9.811693655E0
5.109344929E1	-1.722019043E0	2.330653381E-1	9.621242523E0	9.776910388E0
5.110341329E1	-1.980681152E0	2.071691895E-1	9.645492096E0	9.848935713E0
5.111337629E1	-1.747466125E0	2.489323425E-1	9.628577271E0	9.789029851E0
5.112334029E1	-1.966460724E0	1.695973206E-1	9.540410614E0	9.742441466E0
5.113330329E1	-1.795216827E0	2.466870117E-1	9.619895325E0	9.789077791E0
5.114326729E1	-1.924547882E0	1.712438965E-1	9.603878632E0	9.796310213E0
5.115323129E1	-1.851649475E0	2.700384521E-1	9.585915985E0	9.766847589E0
5.116319429E1	-1.828148346E0	1.854643250E-1	9.587113495E0	9.761622230E0
5.117315829E1	-1.929637299E0	2.375559998E-1	9.627529449E0	9.821876412E0
5.118312129E1	-1.723665619E0	1.865121460E-1	9.510622559E0	9.667354933E0
5.119308529E1	-2.048340454E0	2.529739380E-1	9.680818634E0	9.898380870E0
5.120304829E1	-1.669478302E0	1.624122620E-1	9.533225555E0	9.679665544E0
5.121301229E1	-2.082918549E0	2.577639771E-1	9.690698090E0	9.915372984E0
5.122297629E1	-1.616338806E0	1.645079041E-1	9.515861664E0	9.653560856E0
5.123293929E1	-2.133363647E0	2.689906311E-1	9.696685638E0	9.932235840E0
5.124290329E1	-1.570983124E0	1.874102783E-1	9.513915710E0	9.644568561E0
5.125286629E1	-2.190694427E0	2.386038208E-1	9.664352875E0	9.912405881E0
5.126283029E1	-1.544188843E0	1.854643250E-1	9.542057190E0	9.667976604E0
5.127279429E1	-2.172282715E0	2.469863892E-1	9.703571320E0	9.946814104E0
5.128275729E1	-1.517095184E0	2.010319519E-1	9.475296021E0	9.598084513E0
5.129272129E1	-2.179767151E0	2.122586060E-1	9.654323730E0	9.899616419E0
5.130268429E1	-1.600022736E0	2.245330811E-1	9.588161316E0	9.723339204E0
5.131264829E1	-2.099533997E0	1.797761536E-1	9.635462952E0	9.863189584E0
5.132261129E1	-1.651815033E0	2.145039368E-1	9.543853455E0	9.688118682E0
5.133257529E1	-2.056124268E0	1.862127686E-1	9.600884857E0	9.820351941E0
5.134253929E1	-1.654659119E0	2.200424194E-1	9.612560577E0	9.756415137E0
5.135250229E1	-2.009870453E0	1.965412903E-1	9.609566803E0	9.819469530E0
5.136246629E1	-1.783391418E0	2.621049500E-1	9.651030579E0	9.817921123E0
5.137242929E1	-1.913770294E0	1.402583313E-1	9.618548126E0	9.808091414E0
5.138239329E1	-1.857337646E0	2.854563904E-1	9.608518982E0	9.790547764E0
5.139235729E1	-1.806293793E0	1.540296936E-1	9.624086609E0	9.793337810E0
5.140232029E1	-1.936972046E0	2.475851440E-1	9.623188477E0	9.819313396E0
5.141228429E1	-1.749711456E0	1.652563477E-1	9.568851471E0	9.728911466E0
5.142224729E1	-2.025887146E0	2.338137817E-1	9.627230072E0	9.840855983E0
5.143221129E1	-1.672621765E0	1.660047913E-1	9.519603882E0	9.666854671E0
5.144217529E1	-2.034718781E0	2.683918762E-1	9.688602448E0	9.903591879E0
5.145213829E1	-1.603465576E0	1.598675537E-1	9.504635010E0	9.640266913E0
5.146210137E1	-2.195634155E0	2.658471680E-1	9.752369843E0	1.000001008E1
5.147206437E1	-1.528621216E0	1.600172424E-1	9.539512482E0	9.662535212E0
5.148202837E1	-2.176174622E0	2.273771667E-1	9.667646027E0	9.912154965E0
5.149199137E1	-1.521436157E0	1.790277100E-1	9.489965515E0	9.612817713E0
5.150195537E1	-2.200873260E0	2.198927307E-1	9.754465485E0	1.000208942E1
5.151191937E1	-1.567091217E0	1.936972046E-1	9.504635010E0	9.634904263E0
5.152188238E1	-2.170785828E0	2.269281006E-1	9.702224121E0	9.944695087E0
5.153184637E1	-1.576222229E0	2.001338196E-1	9.511071625E0	9.642873716E0
5.154180937E1	-2.100282440E0	2.017803955E-1	9.693841553E0	9.920809730E0
5.155177337E1	-1.632056122E0	2.049238586E-1	9.540709991E0	9.681464151E0
5.156173637E1	-2.077978821E0	1.948947144E-1	9.672585754E0	9.895195557E0
5.157170037E1	-1.661844177E0	2.026785278E-1	9.530830536E0	9.676752315E0
5.158166437E1	-2.026785278E0	1.896556091E-1	9.584119720E0	9.797917056E0
5.159162737E1	-1.723066864E0	2.405497742E-1	9.594448242E0	9.750910762E0
5.160159137E1	-1.982776794E0	1.800755310E-1	9.626182251E0	9.829914330E0
5.161155437E1	-1.755848694E0	2.604583740E-1	9.601034546E0	9.763744546E0
5.162151838E1	-1.917213135E0	1.610650635E-1	9.633217621E0	9.823468323E0
5.163148237E1	-1.817520447E0	2.558180237E-1	9.602980499E0	9.776812257E0
5.164144537E1	-1.888472900E0	1.525328064E-1	9.651928711E0	9.836123423E0
5.165140937E1	-1.931732941E0	2.357597351E-1	9.559570770E0	9.755642886E0
5.166137237E1	-1.809736633E0	1.583706665E-1	9.604776764E0	9.775068523E0
5.167133637E1	-1.941013641E0	2.489323425E-1	9.642348633E0	9.838922117E0
5.168129937E1	-1.698368225E0	1.817221069E-1	9.576635284E0	9.727765464E0
5.169126337E1	-2.100282440E0	2.734812927E-1	9.683363342E0	9.912290551E0
5.170122737E1	-1.632355499E0	1.592687988E-1	9.540709991E0	9.680655875E0
5.171119037E1	-2.146835632E0	2.426454163E-1	9.686506805E0	9.924524881E0
5.172115438E1	-1.517693939E0	1.579216003E-1	9.506281586E0	9.627965710E0
5.173111737E1	-2.165696411E0	2.426454163E-1	9.708660736E0	9.950236732E0
5.174108137E1	-1.587299194E0	1.814227295E-1	9.469757538E0	9.603579581E0
5.175104538E1	-2.201771393E0	2.339634705E-1	9.679920502E0	9.929924325E0
5.176100837E1	-1.578766937E0	2.038760376E-1	9.540260925E0	9.672158446E0
5.177097237E1	-2.127376099E0	2.359094238E-1	9.689799957E0	9.923386798E0
5.178093537E1	-1.547332306E0	2.013313293E-1	9.545649719E0	9.672342019E0
5.179089937E1	-2.205513611E0	2.179467773E-1	9.660311279E0	9.911276663E0
5.180086237E1	-1.621877289E0	2.026785278E-1	9.561965790E0	9.700657415E0
5.181082637E1	-2.108215942E0	1.960922241E-1	9.626631317E0	9.856726492E0
5.182079038E1	-1.662143555E0	2.297721863E-1	9.526190186E0	9.672839082E0
5.183075337E1	-2.030976563E0	1.987866211E-1	9.626182251E0	9.840110093E0
5.184071737E1	-1.723515930E0	2.595602417E-1	9.561367035E0	9.718930922E0
5.185068038E1	-2.006577301E0	2.070195007E-1	9.670340424E0	9.878496518E0
5.186064437E1	-1.792372742E0	2.646496582E-1	9.562414856E0	9.732544239E0
5.187060837E1	-1.899549866E0	1.850152588E-1	9.626182251E0	9.813557208E0
5.188057137E1	-1.887574768E0	2.514770508E-1	9.555080109E0	9.742983891E0
5.189053537E1	-1.842668152E0	1.715432739E-1	9.627679138E0	9.803930773E0
5.190049837E1	-1.978884888E0	2.839595032E-1	9.574240265E0	9.780730803E0
5.191046237E1	-1.767823792E0	1.886077881E-1	9.613758087E0	9.776764210E0
5.192042537E1	-2.055824890E0	2.841091919E-1	9.563762054E0	9.786351651E0
5.193038937E1	-1.685944061E0	1.811233521E-1	9.582772522E0	9.731636155E0
5.194035337E1	-2.119741974E0	2.664459229E-1	9.630972290E0	9.865086250E0
5.195031638E1	-1.610950012E0	1.919009399E-1	9.506431274E0	9.643869632E0
5.196028037E1	-2.152074738E0	2.619552612E-1	9.674531708E0	9.914464685E0
5.197024337E1	-1.551224213E0	1.866618347E-1	9.479187927E0	9.607088162E0
5.198020737E1	-2.203118591E0	2.625540161E-1	9.641600189E0	9.893589861E0
5.199017137E1	-1.602567444E0	2.194436646E-1	9.460776215E0	9.598055247E0
5.200013437E1	-2.180515594E0	2.649490356E-1	9.673034821E0	9.919296794E0
5.201009837E1	-1.570833435E0	2.264790344E-1	9.531728668E0	9.662953060E0
5.202006137E1	-2.151775360E0	2.471360779E-1	9.697733459E0	9.936661798E0
5.203002537E1	-1.640438690E0	2.109114075E-1	9.519454193E0	9.662066593E0
5.203998937E1	-2.153272247E0	2.414479065E-1	9.683213654E0	9.922676308E0
5.204995238E1	-1.643282776E0	2.282752991E-1	9.528734894E0	9.672087498E0
5.205991637E1	-2.099683685E0	2.279759216E-1	9.636660461E0	9.865387445E0
5.206987937E1	-1.673370209E0	2.667453003E-1	9.556876373E0	9.705936685E0
5.207984337E1	-2.101479950E0	2.212399292E-1	9.635013885E0	9.864008194E0
5.208980637E1	-1.722917175E0	2.523751831E-1	9.509275360E0	9.667391308E0
5.209977037E1	-2.024539948E0	2.101629639E-1	9.634714508E0	9.847367878E0
5.210973437E1	-1.721420288E0	2.836601257E-1	9.542206879E0	9.700384683E0
5.211969737E1	-1.929786987E0	1.775308228E-1	9.591155090E0	9.784980888E0
5.212966137E1	-1.875599670E0	2.754272461E-1	9.531429291E0	9.718121146E0
5.213962437E1	-1.879790955E0	1.755848694E-1	9.614057465E0	9.797680593E0
5.214958838E1	-1.926344147E0	2.755769348E-1	9.515711975E0	9.712647364E0
5.215955237E1	-1.786834259E0	2.155517578E-1	9.571396179E0	9.739140827E0
5.216951537E1	-2.006277924E0	2.595602417E-1	9.628726959E0	9.838948393E0
5.217947937E1	-1.675016785E0	1.989363098E-1	9.554032288E0	9.701793125E0
5.218944237E1	-2.149230652E0	2.784210205E-1	9.690398712E0	9.929780353E0
5.219940637E1	-1.622326355E0	1.914518738E-1	9.460177460E0	9.600185112E0
5.220936937E1	-2.161505127E0	2.757266235E-1	9.722132721E0	9.963332486E0
5.221933337E1	-1.554367676E0	2.011816406E-1	9.488917694E0	9.617488858E0
5.222929737E1	-2.230361938E0	2.689906311E-1	9.701625366E0	9.958333449E0
5.223926037E1	-1.536105652E0	2.137554932E-1	9.508227539E0	9.633883065E0
5.224922438E1	-2.222129059E0	2.633024597E-1	9.641749878E0	9.898006185E0
5.225918737E1	-1.510658569E0	2.107617188E-1	9.474547577E0	9.596539043E0
5.226915137E1	-2.176623688E0	2.568658447E-1	9.688752136E0	9.933558713E0
5.227911537E1	-1.568737793E0	2.221380615E-1	9.479936371E0	9.611424305E0
5.228907837E1	-2.191442871E0	2.378553772E-1	9.657616882E0	9.905986114E0
5.229904237E1	-1.637893982E0	2.549198914E-1	9.513616333E0	9.656944474E0
5.230900537E1	-2.067650299E0	2.177970886E-1	9.667945404E0	9.888972731E0
5.231896937E1	-1.697470093E0	2.315684509E-1	9.458680573E0	9.612578574E0
5.232893237E1	-2.047592010E0	2.179467773E-1	9.686955872E0	9.903395776E0
5.233889637E1	-1.738784180E0	2.312690735E-1	9.498048706E0	9.658663729E0
5.234886038E1	-1.941462708E0	2.109114075E-1	9.652527466E0	9.848098677E0
5.235882337E1	-1.868863678E0	2.706372070E-1	9.551936646E0	9.736805925E0
5.236878737E1	-1.835483093E0	1.972897339E-1	9.618847504E0	9.794393739E0
5.237875038E1	-1.910776520E0	2.897973633E-1	9.505982208E0	9.700450874E0
5.238871437E1	-1.765578461E0	1.963916016E-1	9.637558594E0	9.799916970E0
5.239867837E1	-2.010319519E0	2.766247559E-1	9.551487579E0	9.764672079E0
5.240864137E1	-1.695524139E0	1.878593445E-1	9.569749603E0	9.720607013E0
5.241860537E1	-2.119592285E0	2.597099304E-1	9.555379486E0	9.791087673E0
5.242856837E1	-1.601519623E0	1.784289551E-1	9.529483337E0	9.664768734E0
5.243853237E1	-2.140698395E0	2.713856506E-1	9.618548126E0	9.857621815E0
5.244849537E1	-1.563049622E0	1.916015625E-1	9.479038239E0	9.608954220E0
5.245845962E1	-2.204615479E0	2.731819153E-1	9.676178284E0	9.927909344E0
5.246842362E1	-1.546284485E0	1.907034302E-1	9.529633026E0	9.656151879E0
5.247838662E1	-2.210603027E0	2.118095398E-1	9.640851746E0	9.893313470E0
5.248835062E1	-1.525178375E0	2.038760376E-1	9.444460144E0	9.568989598E0
5.249831362E1	-2.178120575E0	2.293231201E-1	9.677226105E0	9.921970742E0
5.250827762E1	-1.533860321E0	1.901046753E-1	9.481582947E0	9.606731101E0
5.251824162E1	-2.187401276E0	2.450404358E-1	9.649533691E0	9.897387010E0
5.252820463E1	-1.617536316E0	2.128573608E-1	9.531129913E0	9.669755396E0
5.253816862E1	-2.110910339E0	2.261796570E-1	9.651629333E0	9.882360472E0
5.254813162E1	-1.622625732E0	2.032772827E-1	9.513017578E0	9.652550925E0
5.255809562E1	-2.085762634E0	2.189945984E-1	9.678872681E0	9.903481245E0
5.256805862E1	-1.708547058E0	2.101629639E-1	9.490414581E0	9.645271922E0
5.257802262E1	-2.019001465E0	1.936972046E-1	9.641749878E0	9.852777590E0
5.258798662E1	-1.819466400E0	2.404000854E-1	9.468110962E0	9.644344217E0
5.259794962E1	-1.870659943E0	1.857637024E-1	9.665700073E0	9.846808350E0
5.260791362E1	-1.858984222E0	2.543211365E-1	9.543404388E0	9.726102452E0
5.261787662E1	-1.831441498E0	2.041754150E-1	9.629475403E0	9.804216547E0
5.262784063E1	-1.989961853E0	2.381547546E-1	9.571396179E0	9.778971862E0
5.263780462E1	-1.733994141E0	1.740879822E-1	9.608069916E0	9.764837419E0
5.264776762E1	-2.041454773E0	2.089654541E-1	9.527687073E0	9.746180026E0
5.265773162E1	-1.657054138E0	1.722917175E-1	9.583820343E0	9.727544666E0
5.266769462E1	-2.086960144E0	2.451901245E-1	9.579778748E0	9.807531886E0
5.267765862E1	-1.645677795E0	1.902543640E-1	9.588011627E0	9.730078062E0
5.268762162E1	-2.188449097E0	2.558180237E-1	9.612859955E0	9.862141188E0
5.269758562E1	-1.551523590E0	1.886077881E-1	9.547595673E0	9.674677332E0
5.270754962E1	-2.203717346E0	2.237846375E-1	9.677226105E0	9.927494890E0
5.271751262E1	-1.503323822E0	1.739382935E-1	9.491612091E0	9.611500254E0
5.272747663E1	-2.229763184E0	2.221380615E-1	9.696086884E0	9.951647604E0
5.273743962E1	-1.539698181E0	1.718426514E-1	9.465416565E0	9.591366489E0
5.274740362E1	-2.205363922E0	2.236349487E-1	9.670639801E0	9.921437234E0
5.275736762E1	-1.575473785E0	1.948947144E-1	9.520801392E0	9.652241229E0
5.276733062E1	-2.132016449E0	2.243833923E-1	9.674531708E0	9.909208132E0
5.277729462E1	-1.627266083E0	2.100132751E-1	9.564510498E0	9.704223902E0
5.278725762E1	-2.113005981E0	1.980381775E-1	9.649384003E0	9.880011388E0
5.279722162E1	-1.722168732E0	2.222877502E-1	9.540709991E0	9.697444206E0
5.280718462E1	-2.004631348E0	1.692979431E-1	9.726773071E0	9.932639277E0
5.281714862E1	-1.784888306E0	2.174977112E-1	9.461075592E0	9.630424854E0
5.282711263E1	-2.002236328E0	2.016307068E-1	9.689350891E0	9.896116710E0
5.283707562E1	-1.817969513E0	2.212399292E-1	9.521699524E0	9.696222052E0
5.284703962E1	-1.901046753E0	2.207908630E-1	9.711205444E0	9.897991642E0
5.285700263E1	-1.921105042E0	2.200424194E-1	9.548793182E0	9.742613329E0
5.286696662E1	-1.802551575E0	1.761836243E-1	9.649533691E0	9.818031030E0
5.287693062E1	-2.002086639E0	2.167492676E-1	9.565708008E0	9.775382389E0
5.288689362E1	-1.701661377E0	1.540296936E-1	9.610764313E0	9.761463377E0
5.289685762E1	-2.062710571E0	2.510279846E-1	9.575288086E0	9.798159617E0
5.290682062E1	-1.695524139E0	1.814227295E-1	9.583520966E0	9.734042861E0
5.291678462E1	-2.135010223E0	2.541714478E-1	9.597891083E0	9.835770687E0
5.292674762E1	-1.609004059E0	1.856140137E-1	9.586065674E0	9.721934053E0
5.293671162E1	-2.158062286E0	2.296224976E-1	9.664053497E0	9.904740750E0
5.294667562E1	-1.575473785E0	1.926493835E-1	9.515412598E0	9.646880757E0
5.295663863E1	-2.184257813E0	2.170486450E-1	9.659712524E0	9.905964787E0
5.296660262E1	-1.648821259E0	1.660047913E-1	9.523346100E0	9.666451783E0
5.297656562E1	-2.135608978E0	2.157014465E-1	9.697134705E0	9.931856538E0
5.298652962E1	-1.667232971E0	1.914518738E-1	9.486522675E0	9.633817107E0
5.299649362E1	-2.109712830E0	2.371069336E-1	9.674531708E0	9.904729763E0
5.300645662E1	-1.630559235E0	2.005828857E-1	9.532028046E0	9.672565098E0
5.301642062E1	-2.109263763E0	2.266287231E-1	9.683213654E0	9.912869457E0
5.302638362E1	-1.721569977E0	1.995350647E-1	9.528734894E0	9.685060976E0
5.303634762E1	-2.049388275E0	1.987866211E-1	9.735604706E0	9.950955100E0
5.304631062E1	-1.754501495E0	2.142045593E-1	9.498647461E0	9.661700817E0
5.305627463E1	-1.968855743E0	2.074685669E-1	9.683962097E0	9.884258093E0
5.306623862E1	-1.843117218E0	2.249821472E-1	9.493408356E0	9.673287975E0
5.307620162E1	-1.948797455E0	2.426454163E-1	9.686806183E0	9.883870818E0
5.308616562E1	-1.904788971E0	2.233355713E-1	9.486223297E0	9.678147149E0
5.309612862E1	-1.849553833E0	1.880090332E-1	9.747130737E0	9.922840036E0
5.310609262E1	-1.968256989E0	2.085163879E-1	9.477391663E0	9.681862805E0
5.311605662E1	-1.760638733E0	1.805245972E-1	9.628277893E0	9.789595143E0
5.312601962E1	-2.057920532E0	2.529739380E-1	9.544901276E0	9.767505981E0
5.313598362E1	-1.696122894E0	1.944456482E-1	9.646240540E0	9.796152231E0
5.314594662E1	-2.084415436E0	2.296224976E-1	9.529333649E0	9.757341543E0
5.315591063E1	-1.705702972E0	2.200424194E-1	9.580227814E0	9.733375892E0
5.316587362E1	-2.139500885E0	2.335144043E-1	9.590107269E0	9.828639298E0
5.317583762E1	-1.602118378E0	1.881587219E-1	9.599837036E0	9.734426440E0
5.318580162E1	-2.196532288E0	2.393522644E-1	9.635013885E0	9.885116902E0
5.319576462E1	-1.617686005E0	1.919009399E-1	9.602681122E0	9.739877756E0
5.320572862E1	-2.215842133E0	2.528242493E-1	9.699829102E0	9.952917213E0
5.321569162E1	-1.595083008E0	2.127076721E-1	9.506281586E0	9.641520831E0
5.322565562E1	-2.185455322E0	2.350112915E-1	9.685458984E0	9.931745114E0
5.323561962E1	-1.618434448E0	2.188449097E-1	9.536069641E0	9.674908132E0
5.324558262E1	-2.150128784E0	2.332150269E-1	9.701325989E0	9.939475287E0
5.325554663E1	-1.659449158E0	1.877096558E-1	9.467362518E0	9.613530022E0
5.326550962E1	-2.095043335E0	2.068698120E-1	9.715097351E0	9.940579371E0
5.327547362E1	-1.671424255E0	2.230361938E-1	9.514215088E0	9.662488961E0
5.328543663E1	-2.043400726E0	2.296224976E-1	9.623787231E0	9.841010807E0
5.329540062E1	-1.779200134E0	2.372566223E-1	9.536219330E0	9.703675743E0
5.330536462E1	-1.981429596E0	2.197430420E-1	9.696835327E0	9.899644721E0
5.331532762E1	-1.843266907E0	2.185455322E-1	9.481283569E0	9.661269749E0
5.332529162E1	-1.947150879E0	2.227368164E-1	9.716594238E0	9.912275815E0
5.333525462E1	-1.857187958E0	2.085163879E-1	9.509275360E0	9.691178673E0
5.334521862E1	-1.856589203E0	2.152523804E-1	9.700278168E0	9.878696958E0
5.335518263E1	-1.989662476E0	2.342628479E-1	9.548044739E0	9.755961981E0
5.336514562E1	-1.785187683E0	2.046244812E-1	9.693392487E0	9.858530526E0
5.337510962E1	-2.016007690E0	2.423460388E-1	9.562115479E0	9.775329715E0
5.338507263E1	-1.715432739E0	2.119592285E-1	9.635612640E0	9.789416078E0
5.339503662E1	-2.054178314E0	2.279759216E-1	9.566456451E0	9.787170715E0
5.340499962E1	-1.667981415E0	1.841171265E-1	9.619146881E0	9.764427676E0
5.341496362E1	-2.134710846E0	2.406994629E-1	9.581724701E0	9.819591380E0
5.342492762E1	-1.664239197E0	1.948947144E-1	9.588311005E0	9.733621319E0
5.343489062E1	-2.094743958E0	2.396516418E-1	9.638905792E0	9.866807489E0
5.344485462E1	-1.638193359E0	2.113604736E-1	9.552086334E0	9.693848775E0
5.345481762E1	-2.145189056E0	2.306703186E-1	9.645791473E0	9.884145792E0
5.346478487E1	-1.647623749E0	2.342628479E-1	9.575138397E0	9.718683986E0
5.347474888E1	-2.132166138E0	1.930984497E-1	9.656718750E0	9.891189841E0
5.348471187E1	-1.641935577E0	2.122586060E-1	9.464069366E0	9.607789295E0
5.349467587E1	-2.091151428E0	2.240840149E-1	9.682764587E0	9.908534604E0
5.350463887E1	-1.646725616E0	1.866618347E-1	9.504784698E0	9.648185325E0
5.351460287E1	-2.090103607E0	2.363584900E-1	9.702673187E0	9.928054462E0
5.352456687E1	-1.722468109E0	2.068698120E-1	9.541757812E0	9.698187133E0
5.353452987E1	-2.006427612E0	2.333647156E-1	9.687704315E0	9.896051018E0
5.354449388E1	-1.735640717E0	2.032772827E-1	9.514664154E0	9.673810227E0
5.355445687E1	-1.961970062E0	1.745370483E-1	9.695039063E0	9.893107304E0
5.356442087E1	-1.848056946E0	2.168989563E-1	9.555828552E0	9.735307851E0
5.357438388E1	-1.875449982E0	1.980381775E-1	9.735455017E0	9.916431623E0
5.358434787E1	-1.922452240E0	2.104623413E-1	9.486822052E0	9.681937289E0
5.359431187E1	-1.798060913E0	2.186952209E-1	9.704020386E0	9.871619031E0
5.360427487E1	-1.957180023E0	1.993853760E-1	9.569749603E0	9.769872857E0
5.361423887E1	-1.755249939E0	2.345622253E-1	9.671388245E0	9.832175363E0
5.362420187E1	-2.032323761E0	1.996847534E-1	9.570198669E0	9.785648494E0
5.363416587E1	-1.676363983E0	1.898052979E-1	9.670041046E0	9.816104935E0
5.364412987E1	-2.056723022E0	1.996847534E-1	9.530231781E0	9.751681978E0
5.365409287E1	-1.689386902E0	1.987866211E-1	9.605225830E0	9.754686436E0
5.366405687E1	-2.047292633E0	2.112107849E-1	9.577832794E0	9.796473761E0
5.367401988E1	-1.674118652E0	2.203417969E-1	9.590406647E0	9.737921925E0
5.368398387E1	-2.090852051E0	2.143542480E-1	9.644743652E0	9.871103797E0
5.369394687E1	-1.657503204E0	2.233355713E-1	9.589807892E0	9.734557568E0
5.370391087E1	-2.089953918E0	2.095642090E-1	9.649384003E0	9.875344863E0
5.371387487E1	-1.660646667E0	1.907034302E-1	9.546996918E0	9.692227056E0
5.372383787E1	-2.089654541E0	1.939965820E-1	9.683962097E0	9.908754345E0
5.373380187E1	-1.678908691E0	1.853146362E-1	9.570647736E0	9.718558226E0
5.374376487E1	-2.064806213E0	2.130070496E-1	9.701026611E0	9.920620647E0
