"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.753553100E1,-1.858483851E-1,1.694692224E-1,3.292851686E0,3.302443288E0
3.754549300E1,-1.864441335E-1,1.710532755E-1,3.289567232E0,3.299283742E0
3.755545400E1,-1.852576733E-1,1.681578904E-1,3.284854412E0,3.294368830E0
3.756541600E1,-1.886518747E-1,1.688926667E-1,3.279641151E0,3.289401214E0
3.757537800E1,-1.894422621E-1,1.674182862E-1,3.273202896E0,3.282952094E0
3.758533900E1,-1.892486513E-1,1.696020812E-1,3.268970728E0,3.278833564E0
3.759530100E1,-1.916989386E-1,1.727791876E-1,3.266294479E0,3.276473830E0
3.760526300E1,-1.925998926E-1,1.714079231E-1,3.259035110E0,3.269217834E0
3.761522500E1,-1.947240233E-1,1.703985780E-1,3.255125999E0,3.265394064E0
3.762518600E1,-1.975491047E-1,1.670469940E-1,3.251884699E0,3.262159475E0
3.763514800E1,-1.984704584E-1,1.706757098E-1,3.246407986E0,3.256944201E0
3.764511000E1,-1.972509921E-1,1.691174954E-1,3.240405560E0,3.250805573E0
3.765507100E1,-1.993571371E-1,1.699034721E-1,3.234868765E0,3.245456267E0
3.766503300E1,-1.951378882E-1,1.709937751E-1,3.229472399E0,3.239878029E0
3.767499500E1,-1.971969008E-1,1.723712981E-1,3.225355864E0,3.235972640E0
3.768495700E1,-1.951097846E-1,1.720045805E-1,3.219601631E0,3.230091031E0
3.769491800E1,-1.939903945E-1,1.748421341E-1,3.217270136E0,3.227852099E0
3.770488000E1,-1.929776073E-1,1.771921068E-1,3.213322401E0,3.223984841E0
3.771484200E1,-1.954572499E-1,1.753837913E-1,3.204459190E0,3.215201660E0
3.772480300E1,-1.940431148E-1,1.776645333E-1,3.199722290E0,3.210520230E0
3.773476500E1,-1.916271001E-1,1.768823266E-1,3.194875717E0,3.205501388E0
3.774472700E1,-1.927086115E-1,1.799228638E-1,3.189746618E0,3.200623741E0
3.775468800E1,-1.919087917E-1,1.795728803E-1,3.183557510E0,3.194387864E0
3.776465000E1,-1.942462474E-1,1.848336905E-1,3.179707527E0,3.190992801E0
3.777461200E1,-1.910897791E-1,1.868701279E-1,3.174644232E0,3.185875350E0
3.778457400E1,-1.924234927E-1,1.906715333E-1,3.169491053E0,3.181046364E0
3.779453500E1,-1.884375811E-1,1.907008439E-1,3.163387537E0,3.174727743E0
3.780449700E1,-1.880495697E-1,1.908875257E-1,3.153281927E0,3.164646521E0
3.781445900E1,-1.851342171E-1,1.932724267E-1,3.154009819E0,3.165344665E0
3.782442000E1,-1.825128645E-1,1.948016137E-1,3.148559809E0,3.159855611E0
3.783438200E1,-1.802879721E-1,1.961192191E-1,3.142263174E0,3.153535216E0
3.784434400E1,-1.808930337E-1,1.975956708E-1,3.135163784E0,3.146588357E0
3.785430600E1,-1.761125773E-1,2.019320428E-1,3.133941889E0,3.145375010E0
3.786426700E1,-1.758108437E-1,1.996965855E-1,3.124685287E0,3.135992080E0
3.787422900E1,-1.777933091E-1,1.994816512E-1,3.119316101E0,3.130740540E0
3.788419100E1,-1.764151305E-1,2.005525082E-1,3.113982677E0,3.125417048E0
3.789415200E1,-1.766844243E-1,1.972681135E-1,3.110950947E0,3.122202410E0
3.790411400E1,-1.753517687E-1,2.009512633E-1,3.104031801E0,3.115468356E0
3.791407600E1,-1.750201732E-1,2.009256482E-1,3.099786520E0,3.111218354E0
3.792403850E1,-1.713988185E-1,1.973682046E-1,3.094177961E0,3.105200319E0
3.793399950E1,-1.712724864E-1,1.959169656E-1,3.088743210E0,3.099685845E0
3.794396150E1,-1.678503156E-1,1.987476349E-1,3.081336260E0,3.092298093E0
3.795392350E1,-1.625147164E-1,1.984818727E-1,3.078002453E0,3.088673694E0
3.796388450E1,-1.613796800E-1,1.966885030E-1,3.071323633E0,3.081843382E0
3.797384650E1,-1.596991271E-1,1.940838397E-1,3.065453768E0,3.075740423E0
3.798380850E1,-1.563872248E-1,1.909434497E-1,3.060423374E0,3.070359522E0
3.799377050E1,-1.573578268E-1,1.915550679E-1,3.057930470E0,3.067962449E0
3.800373150E1,-1.540075690E-1,1.916940957E-1,3.051843166E0,3.061733442E0
3.801369350E1,-1.514097899E-1,1.901216805E-1,3.043891430E0,3.053579247E0
3.802365550E1,-1.479546130E-1,1.893341839E-1,3.037589788E0,3.047078884E0
3.803361650E1,-1.498192102E-1,1.908887327E-1,3.033863068E0,3.043552105E0
3.804357850E1,-1.500543803E-1,1.893339753E-1,3.024238825E0,3.033872796E0
3.805354050E1,-1.473331004E-1,1.912136227E-1,3.019591093E0,3.029224333E0
3.806350150E1,-1.504378170E-1,1.918924600E-1,3.013932943E0,3.023780091E0
3.807346350E1,-1.486188471E-1,1.899149716E-1,3.009358168E0,3.019005108E0
3.808342550E1,-1.435873359E-1,1.906159073E-1,3.001269579E0,3.010742572E0
3.809338750E1,-1.440251172E-1,1.864661574E-1,2.997658491E0,3.006903605E0
3.810334850E1,-1.413992345E-1,1.869561821E-1,2.989791632E0,2.998966548E0
3.811331050E1,-1.400926262E-1,1.865936816E-1,2.982844591E0,2.991956718E0
3.812327250E1,-1.374928504E-1,1.828868240E-1,2.982371330E0,2.991135341E0
3.813323350E1,-1.345180273E-1,1.821945757E-1,2.971637964E0,2.980255384E0
3.814319550E1,-1.360181868E-1,1.808318347E-1,2.967395782E0,2.976010556E0
3.815315750E1,-1.346264482E-1,1.776501834E-1,2.962422132E0,2.970795981E0
3.816311950E1,-1.348528266E-1,1.770861149E-1,2.955386639E0,2.963756900E0
3.817308050E1,-1.358366758E-1,1.755298376E-1,2.950469255E0,2.958805697E0
3.818304250E1,-1.373552084E-1,1.727002263E-1,2.941880465E0,2.950144486E0
3.819300450E1,-1.396709234E-1,1.718843579E-1,2.939823866E0,2.948154772E0
3.820296550E1,-1.405819803E-1,1.681386232E-1,2.934483528E0,2.942656532E0
3.821292750E1,-1.422138959E-1,1.702142060E-1,2.925340414E0,2.933737242E0
3.822288950E1,-1.388633698E-1,1.650716513E-1,2.921230793E0,2.929184363E0
3.823285150E1,-1.381046474E-1,1.639203578E-1,2.911927462E0,2.919805528E0
3.824281250E1,-1.401392967E-1,1.637360752E-1,2.904486656E0,2.912471676E0
3.825277450E1,-1.388342381E-1,1.589939594E-1,2.901614189E0,2.909281514E0
3.826273650E1,-1.392209381E-1,1.602959782E-1,2.893881798E0,2.901659720E0
3.827269750E1,-1.387787163E-1,1.562486440E-1,2.887580633E0,2.895132999E0
3.828265950E1,-1.391997635E-1,1.567096412E-1,2.881712437E0,2.889325363E0
3.829262150E1,-1.406491101E-1,1.524869800E-1,2.876774311E0,2.884244249E0
3.830258350E1,-1.414656341E-1,1.565781385E-1,2.869459152E0,2.877207859E0
3.831254450E1,-1.408021897E-1,1.562635601E-1,2.860661983E0,2.868384657E0
3.832250650E1,-1.431665421E-1,1.550976336E-1,2.854465485E0,2.862258747E0
3.833246850E1,-1.450451612E-1,1.579496115E-1,2.849199057E0,2.857257679E0
3.834242950E1,-1.476803571E-1,1.577051282E-1,2.841279745E0,2.849482582E0
3.835239150E1,-1.469713748E-1,1.585993618E-1,2.835203886E0,2.843437254E0
3.836235350E1,-1.494260132E-1,1.591274738E-1,2.827738523E0,2.836151414E0
3.837231450E1,-1.459039748E-1,1.607365608E-1,2.821448803E0,2.829787547E0
3.838227650E1,-1.461050510E-1,1.583937705E-1,2.814982176E0,2.823218008E0
3.839223850E1,-1.462424695E-1,1.610718518E-1,2.807025433E0,2.815443621E0
3.840220050E1,-1.490034163E-1,1.585395038E-1,2.801804543E0,2.810239400E0
3.841216150E1,-1.453482360E-1,1.606812179E-1,2.794557571E0,2.802944270E0
3.842212350E1,-1.469775587E-1,1.616532654E-1,2.789209604E0,2.797753455E0
3.843208550E1,-1.500638872E-1,1.626657993E-1,2.781213760E0,2.790005253E0
3.844204650E1,-1.485133916E-1,1.629422456E-1,2.771167278E0,2.779923468E0
3.845200850E1,-1.499043256E-1,1.628220826E-1,2.764343023E0,2.773188542E0
3.846197050E1,-1.510614753E-1,1.629488468E-1,2.761058092E0,2.769984419E0
3.847193250E1,-1.547895670E-1,1.625253409E-1,2.752634048E0,2.761769089E0
3.848189350E1,-1.564913243E-1,1.643914133E-1,2.747054338E0,2.756414630E0
3.849185550E1,-1.552201062E-1,1.645468622E-1,2.738773584E0,2.748099288E0
3.850181750E1,-1.543481946E-1,1.675655544E-1,2.731401920E0,2.740886359E0
3.851177850E1,-1.576473266E-1,1.636608541E-1,2.724922180E0,2.734380815E0
3.852174050E1,-1.543002725E-1,1.676758379E-1,2.720915318E0,2.730440244E0
3.853170250E1,-1.538564116E-1,1.680079997E-1,2.710244179E0,2.719801830E0
3.854166450E1,-1.546841115E-1,1.683656573E-1,2.704493523E0,2.714140634E0
3.855162550E1,-1.525397897E-1,1.701452434E-1,2.697072983E0,2.706736128E0
3.856158750E1,-1.508777142E-1,1.709876060E-1,2.689725637E0,2.699374900E0
3.857154950E1,-1.519188136E-1,1.703847349E-1,2.683637619E0,2.693329010E0
3.858151050E1,-1.500823051E-1,1.735903770E-1,2.675861597E0,2.685683080E0
3.859147250E1,-1.510240138E-1,1.746266335E-1,2.671463013E0,2.681420769E0
3.860143450E1,-1.496149302E-1,1.766421199E-1,2.662037849E0,2.672083939E0
3.861139650E1,-1.501466930E-1,1.799627393E-1,2.653362036E0,2.663693058E0
3.862135750E1,-1.526063979E-1,1.796199828E-1,2.648364782E0,2.658832088E0
3.863131950E1,-1.505890489E-1,1.841707975E-1,2.637779474E0,2.648485699E0
3.864128150E1,-1.486566514E-1,1.850877255E-1,2.630139112E0,2.640830933E0
3.865124250E1,-1.481066495E-1,1.864061952E-1,2.625717402E0,2.636489090E0
3.866120450E1,-1.446978003E-1,1.863087118E-1,2.618698120E0,2.629301853E0
3.867116650E1,-1.425607800E-1,1.893547922E-1,2.612572670E0,2.623302264E0
3.868112850E1,-1.420609057E-1,1.907199174E-1,2.605419397E0,2.616250298E0
3.869108950E1,-1.391599327E-1,1.890998930E-1,2.595625162E0,2.606222216E0
3.870105150E1,-1.375697553E-1,1.928893030E-1,2.590324879E0,2.601137193E0
3.871101350E1,-1.385333538E-1,1.930885464E-1,2.581799984E0,2.592713990E0
3.872097450E1,-1.384571791E-1,1.951048225E-1,2.572724581E0,2.583824307E0
3.873093650E1,-1.348486245E-1,1.929295659E-1,2.568129539E0,2.578894201E0
3.874089850E1,-1.355753988E-1,1.916323453E-1,2.559987307E0,2.570727262E0
3.875085950E1,-1.351596862E-1,1.927343905E-1,2.548046827E0,2.558897677E0
3.876082150E1,-1.332898885E-1,1.889886558E-1,2.544328928E0,2.554817528E0
3.877078350E1,-1.332486272E-1,1.906432807E-1,2.536786318E0,2.547427110E0
3.878074550E1,-1.337879151E-1,1.889407188E-1,2.531684875E0,2.542248239E0
3.879070650E1,-1.326838434E-1,1.886979491E-1,2.523976803E0,2.534496167E0
3.880066850E1,-1.292116195E-1,1.880862266E-1,2.514300823E0,2.524634766E0
3.881063050E1,-1.266264170E-1,1.875220686E-1,2.507652760E0,2.517840570E0
3.882059150E1,-1.248402372E-1,1.867976934E-1,2.497907162E0,2.507990959E0
3.883055350E1,-1.241579279E-1,1.859009862E-1,2.492309809E0,2.502315438E0
3.884051550E1,-1.227917224E-1,1.853526384E-1,2.485118151E0,2.495044214E0
3.885047750E1,-1.232421473E-1,1.827175617E-1,2.478395700E0,2.488175955E0
3.886043850E1,-1.196721792E-1,1.793246865E-1,2.469427347E0,2.478820324E0
3.887040050E1,-1.231086478E-1,1.811262220E-1,2.461798429E0,2.471520575E0
3.888036250E1,-1.206630692E-1,1.825281084E-1,2.454065561E0,2.463800695E0
3.889032350E1,-1.178753823E-1,1.818411350E-1,2.449751139E0,2.459317272E0
3.890028550E1,-1.172388867E-1,1.801841259E-1,2.438761234E0,2.448217236E0
3.891024750E1,-1.160686389E-1,1.806042939E-1,2.432674408E0,2.442129115E0
3.892020950E1,-1.164044589E-1,1.825342923E-1,2.423613071E0,2.433263053E0
3.893017375E1,-1.165304258E-1,1.815659702E-1,2.415857315E0,2.425471523E0
3.894013575E1,-1.167016700E-1,1.782511324E-1,2.407788277E0,2.417196130E0
3.895009775E1,-1.171593443E-1,1.745324433E-1,2.401562929E0,2.410745194E0
3.896005875E1,-1.142447814E-1,1.766547114E-1,2.395276308E0,2.404497317E0
3.897002075E1,-1.116025820E-1,1.721408963E-1,2.385964394E0,2.394767987E0
3.897998275E1,-1.120167077E-1,1.707363427E-1,2.377683640E0,2.386436283E0
3.898994475E1,-1.134179235E-1,1.710576117E-1,2.370940685E0,2.379807569E0
3.899990575E1,-1.130618528E-1,1.706181914E-1,2.361040354E0,2.369895589E0
3.900986775E1,-1.142938882E-1,1.639073342E-1,2.353364229E0,2.361832319E0
3.901982975E1,-1.153671443E-1,1.673153788E-1,2.346274376E0,2.355059970E0
3.902979075E1,-1.148409396E-1,1.672778577E-1,2.338419437E0,2.347205954E0
3.903975275E1,-1.143677011E-1,1.613062471E-1,2.330576181E0,2.338949553E0
3.904971475E1,-1.137327179E-1,1.583021283E-1,2.321391344E0,2.329560574E0
3.905967675E1,-1.150113046E-1,1.579979956E-1,2.313470125E0,2.321709497E0
3.906963775E1,-1.184006557E-1,1.569526643E-1,2.306427956E0,2.314792165E0
3.907959975E1,-1.179234162E-1,1.535211802E-1,2.298730135E0,2.306866905E0
3.908956175E1,-1.193781346E-1,1.468644440E-1,2.290429115E0,2.298235374E0
3.909952275E1,-1.181653291E-1,1.478071958E-1,2.281931162E0,2.289764145E0
3.910948475E1,-1.217313707E-1,1.465449631E-1,2.274298429E0,2.282263635E0
3.911944675E1,-1.171613857E-1,1.479369849E-1,2.265575171E0,2.273420989E0
3.912940875E1,-1.167430058E-1,1.408036947E-1,2.259770870E0,2.267160999E0
3.913936975E1,-1.191259995E-1,1.389543861E-1,2.248557568E0,2.255994340E0
3.914933175E1,-1.230129674E-1,1.416397244E-1,2.241198540E0,2.249036437E0
3.915929375E1,-1.239767596E-1,1.411664784E-1,2.234272242E0,2.242157591E0
3.916925475E1,-1.251024753E-1,1.396873891E-1,2.225971460E0,2.233855890E0
3.917921675E1,-1.251445413E-1,1.399534345E-1,2.218128681E0,2.226059965E0
3.918917875E1,-1.274311393E-1,1.413182914E-1,2.208641291E0,2.216823382E0
3.919914075E1,-1.287025362E-1,1.388298273E-1,2.201263666E0,2.209389009E0
3.920910175E1,-1.298704743E-1,1.403964460E-1,2.192333460E0,2.200659788E0
3.921906375E1,-1.267106235E-1,1.372318119E-1,2.183553696E0,2.191527982E0
3.922902575E1,-1.293440014E-1,1.391280293E-1,2.173862934E0,2.182147230E0
3.923898675E1,-1.307794452E-1,1.364707351E-1,2.166849375E0,2.175077869E0
3.924894875E1,-1.311174780E-1,1.360334903E-1,2.159237862E0,2.167488188E0
3.925891075E1,-1.311329156E-1,1.383251399E-1,2.150649071E0,2.159078765E0
3.926887275E1,-1.322912276E-1,1.388027370E-1,2.140782118E0,2.149352285E0
3.927883375E1,-1.332489103E-1,1.386205703E-1,2.132897615E0,2.141546911E0
3.928879575E1,-1.359628737E-1,1.389451474E-1,2.124678612E0,2.133553576E0
3.929875775E1,-1.357559413E-1,1.357911676E-1,2.115668058E0,2.124363493E0
3.930871875E1,-1.365826130E-1,1.350500584E-1,2.107444763E0,2.116179756E0
3.931868075E1,-1.389983594E-1,1.343672127E-1,2.099205256E0,2.108088660E0
3.932864275E1,-1.400009245E-1,1.334541589E-1,2.092495918E0,2.101416056E0
3.933860375E1,-1.408640593E-1,1.340355277E-1,2.082330704E0,2.091389339E0
3.934856575E1,-1.414066106E-1,1.344190687E-1,2.072515011E0,2.081677878E0
3.935852775E1,-1.407477409E-1,1.313332766E-1,2.064783335E0,2.073737827E0
3.936848975E1,-1.420424581E-1,1.319294423E-1,2.054697037E0,2.063822025E0
3.937845075E1,-1.441719234E-1,1.335193515E-1,2.047209263E0,2.056618274E0
3.938841275E1,-1.446739584E-1,1.365623176E-1,2.037504673E0,2.047194449E0
3.939837475E1,-1.447807550E-1,1.320895404E-1,2.029244661E0,2.038686589E0
3.940833575E1,-1.438204348E-1,1.313302964E-1,2.020583391E0,2.029948079E0
3.941829775E1,-1.416667253E-1,1.327510923E-1,2.013139248E0,2.022479158E0
3.942825975E1,-1.430952102E-1,1.321505010E-1,2.003989935E0,2.013433797E0
3.943822175E1,-1.429585963E-1,1.329177618E-1,1.992792606E0,2.002330308E0
3.944818275E1,-1.451489478E-1,1.321171075E-1,1.985242248E0,1.994921033E0
3.945814475E1,-1.410615295E-1,1.370231807E-1,1.978412271E0,1.988162171E0
3.946810675E1,-1.431679428E-1,1.329819560E-1,1.968129158E0,1.977805259E0
3.947806775E1,-1.411737651E-1,1.371079981E-1,1.960770607E0,1.970621731E0
3.948802975E1,-1.417514682E-1,1.416940689E-1,1.952091217E0,1.962353385E0
3.949799175E1,-1.433110237E-1,1.399414390E-1,1.942565560E0,1.952865231E0
3.950795375E1,-1.402771473E-1,1.372191310E-1,1.935668230E0,1.945589439E0
3.951791475E1,-1.383964270E-1,1.383445859E-1,1.923962831E0,1.933888769E0
3.952787675E1,-1.397664994E-1,1.383354068E-1,1.914955497E0,1.925026211E0
3.953783875E1,-1.380972266E-1,1.422060430E-1,1.908154845E0,1.918423393E0
3.954779975E1,-1.391644180E-1,1.411688030E-1,1.898953438E0,1.909271988E0
3.955776175E1,-1.368943453E-1,1.419824064E-1,1.887743592E0,1.898018687E0
3.956772375E1,-1.338108778E-1,1.405370384E-1,1.878602028E0,1.888597784E0
3.957768575E1,-1.355017275E-1,1.407815069E-1,1.870754242E0,1.880931042E0
3.958764675E1,-1.357335448E-1,1.386638880E-1,1.861731172E0,1.871815756E0
3.959760875E1,-1.349345893E-1,1.406697780E-1,1.853717089E0,1.863937331E0
3.960757075E1,-1.320826858E-1,1.417369843E-1,1.844786286E0,1.854931711E0
3.961753175E1,-1.320177019E-1,1.377241313E-1,1.834224105E0,1.844118943E0
3.962749375E1,-1.299650222E-1,1.371929049E-1,1.824820042E0,1.834579239E0
3.963745575E1,-1.313618422E-1,1.326538175E-1,1.816092849E0,1.825663223E0
3.964741775E1,-1.272453964E-1,1.317499429E-1,1.807624221E0,1.816880503E0
3.965737875E1,-1.227419823E-1,1.339739412E-1,1.798046708E0,1.807204077E0
3.966734075E1,-1.252308190E-1,1.325146556E-1,1.791521668E0,1.800775605E0
3.967730275E1,-1.211391389E-1,1.293468326E-1,1.780451179E0,1.789248919E0
3.968726375E1,-1.191384494E-1,1.286686510E-1,1.774552107E0,1.783195102E0
3.969722575E1,-1.175125837E-1,1.264632940E-1,1.763573408E0,1.772002635E0
3.970718775E1,-1.170741692E-1,1.275764257E-1,1.755986094E0,1.764502556E0
3.971714975E1,-1.167002618E-1,1.227443889E-1,1.746720672E0,1.754912602E0
3.972711075E1,-1.144405827E-1,1.232786179E-1,1.737699986E0,1.745822300E0
3.973707275E1,-1.136493534E-1,1.194343492E-1,1.729918003E0,1.737756323E0
3.974703475E1,-1.086714640E-1,1.220536605E-1,1.718776703E0,1.726528290E0
3.975699575E1,-1.083111390E-1,1.239769980E-1,1.708674788E0,1.716587059E0
3.976695775E1,-1.078197882E-1,1.195758581E-1,1.703350663E0,1.710943300E0
3.977691975E1,-1.087074131E-1,1.202531010E-1,1.692891121E0,1.700634722E0
3.978688175E1,-1.051126420E-1,1.198258996E-1,1.682705283E0,1.690237848E0
3.979684275E1,-1.022058055E-1,1.165877581E-1,1.672280312E0,1.679452343E0
3.980680475E1,-9.925470501E-2,1.169581413E-1,1.665275931E0,1.672326114E0
3.981676675E1,-1.010699123E-1,1.141133532E-1,1.655445337E0,1.662448871E0
3.982672775E1,-9.618402272E-2,1.132200807E-1,1.645718694E0,1.652410413E0
3.983668975E1,-9.512754530E-2,1.098991185E-1,1.635750532E0,1.642195746E0
3.984665175E1,-9.476467967E-2,1.090710089E-1,1.630931020E0,1.637318790E0
3.985661375E1,-9.362991154E-2,1.032104567E-1,1.618547320E0,1.624535129E0
3.986657475E1,-9.243547916E-2,1.034964845E-1,1.610271811E0,1.616239817E0
3.987653675E1,-9.137926996E-2,1.036994159E-1,1.599640012E0,1.605600170E0
3.988649875E1,-9.437644482E-2,1.002602577E-1,1.590155363E0,1.596105608E0
3.989645975E1,-9.107492864E-2,9.621438384E-2,1.583227158E0,1.588760549E0
3.990642175E1,-8.699709177E-2,9.591373801E-2,1.575134873E0,1.580448610E0
3.991638375E1,-8.902695030E-2,9.411104769E-2,1.563368797E0,1.568727090E0
3.992634229E1,-8.820638061E-2,8.840939403E-2,1.555095315E0,1.560101928E0
3.993630329E1,-8.723405749E-2,8.804533631E-2,1.543673873E0,1.548641594E0
3.994626529E1,-8.446340263E-2,8.271700144E-2,1.538478613E0,1.543014132E0
3.995622729E1,-8.384661376E-2,7.907006890E-2,1.527118921E0,1.531461567E0
3.996618829E1,-8.379882574E-2,7.577267289E-2,1.515083909E0,1.519290292E0
3.997615029E1,-8.060702682E-2,7.804461569E-2,1.507587671E0,1.511756939E0
3.998611229E1,-8.096458763E-2,7.426335663E-2,1.496158242E0,1.500186587E0
3.999607429E1,-7.963220775E-2,7.329104096E-2,1.490957379E0,1.494880187E0
4.000603529E1,-7.935217023E-2,6.956193596E-2,1.480143905E0,1.483900808E0
4.001599729E1,-7.946002483E-2,6.765910983E-2,1.472768545E0,1.476461594E0
4.002595929E1,-7.854134589E-2,6.487967819E-2,1.462512970E0,1.466056719E0
4.003592029E1,-8.073046803E-2,6.504745781E-2,1.451839805E0,1.455536808E0
4.004588229E1,-7.953622937E-2,6.519705802E-2,1.441111803E0,1.444776764E0
4.005584429E1,-7.847815752E-2,6.364203990E-2,1.432719588E0,1.436278019E0
4.006580629E1,-7.889336348E-2,6.152565032E-2,1.425196171E0,1.428703501E0
4.007576729E1,-7.604777068E-2,6.265562773E-2,1.413305759E0,1.416736447E0
4.008572929E1,-7.763483375E-2,5.830622837E-2,1.405535698E0,1.408885156E0
4.009569129E1,-7.440947741E-2,5.847480521E-2,1.393044949E0,1.396255815E0
4.010565229E1,-7.444586605E-2,5.796284974E-2,1.386414170E0,1.389620859E0
4.011561429E1,-7.547624409E-2,5.646242201E-2,1.373796582E0,1.377026404E0
4.012557629E1,-7.514836639E-2,5.605014414E-2,1.365204811E0,1.368419918E0
4.013553829E1,-7.349640876E-2,5.187776685E-2,1.356519938E0,1.359499675E0
4.014549929E1,-7.318551838E-2,4.950397089E-2,1.345587373E0,1.348485128E0
4.015546129E1,-7.300229371E-2,5.081051961E-2,1.337046623E0,1.340001760E0
4.016542329E1,-7.510037720E-2,5.119619146E-2,1.328217745E0,1.331323963E0
4.017538429E1,-7.171096653E-2,4.750212282E-2,1.315187454E0,1.317997327E0
4.018534629E1,-7.430800796E-2,4.596966505E-2,1.306354046E0,1.309272998E0
4.019530829E1,-7.410880923E-2,4.595022649E-2,1.297329903E0,1.300257057E0
4.020527029E1,-7.547448575E-2,4.642639682E-2,1.289754272E0,1.292794604E0
4.021523129E1,-7.545983791E-2,4.433874413E-2,1.278313041E0,1.281305717E0
4.022519329E1,-7.348707318E-2,4.230931774E-2,1.269190192E0,1.272019722E0
4.023515529E1,-7.652734220E-2,4.261664674E-2,1.259043574E0,1.262086897E0
4.024511629E1,-7.234016061E-2,3.937085718E-2,1.249296069E0,1.252007920E0
4.025507829E1,-7.136597484E-2,4.099778831E-2,1.239853621E0,1.242582360E0
4.026504029E1,-7.132153958E-2,3.754209355E-2,1.230269551E0,1.232906866E0
4.027500229E1,-7.268588245E-2,4.099514708E-2,1.220978856E0,1.223827278E0
4.028496329E1,-7.209218293E-2,3.996469826E-2,1.209052444E0,1.211859015E0
4.029492529E1,-7.062424719E-2,3.767864034E-2,1.199986219E0,1.202653063E0
4.030488729E1,-7.165816426E-2,4.169717804E-2,1.190807700E0,1.193690297E0
4.031484829E1,-7.098305225E-2,4.434409365E-2,1.182769537E0,1.185727106E0
4.032481029E1,-6.954235584E-2,4.196889326E-2,1.171480179E0,1.174292696E0
4.033477229E1,-6.815724820E-2,4.191509634E-2,1.161080003E0,1.163833776E0
4.034473429E1,-7.028768212E-2,4.505058378E-2,1.152128696E0,1.155149534E0
4.035469529E1,-6.958354264E-2,4.724662751E-2,1.140007615E0,1.143106065E0
4.036465729E1,-6.912653148E-2,4.700239375E-2,1.130907178E0,1.133992393E0
4.037461929E1,-6.928046048E-2,4.695925117E-2,1.122237325E0,1.125353974E0
4.038458029E1,-6.616950780E-2,4.948569089E-2,1.112115026E0,1.115180285E0
4.039454229E1,-6.612396240E-2,4.852429032E-2,1.100844502E0,1.103895649E0
4.040450429E1,-6.488617510E-2,4.987462983E-2,1.091948390E0,1.095010950E0
4.041446629E1,-6.618286669E-2,5.358254910E-2,1.082090974E0,1.085436381E0
4.042442729E1,-6.327333301E-2,5.407352000E-2,1.071603179E0,1.074830607E0
4.043438929E1,-6.234309077E-2,5.270465463E-2,1.061458468E0,1.064593125E0
4.044435129E1,-6.276778877E-2,5.472805351E-2,1.051109910E0,1.054403622E0
4.045431229E1,-5.719378963E-2,5.574058741E-2,1.044648886E0,1.047697207E0
4.046427429E1,-5.850026384E-2,5.728328228E-2,1.031255841E0,1.034500974E0
4.047423629E1,-5.771862715E-2,5.593998358E-2,1.022895336E0,1.026048532E0
4.048419829E1,-5.818831176E-2,5.774313956E-2,1.014002681E0,1.017310959E0
4.049415929E1,-5.661038682E-2,5.726989359E-2,1.000831127E0,1.004065497E0
4.050412129E1,-5.694920197E-2,5.785850063E-2,9.908288717E-1,9.941492196E-1
4.051408329E1,-5.710526183E-2,5.691094697E-2,9.813064337E-1,9.846127074E-1
4.052404429E1,-5.616348982E-2,5.719314516E-2,9.708092213E-1,9.741128977E-1
4.053400629E1,-5.583512411E-2,5.707436800E-2,9.606410265E-1,9.639534358E-1
4.054396829E1,-5.251132697E-2,5.847395584E-2,9.523497820E-1,9.555871233E-1
4.055393029E1,-5.335395411E-2,6.006626040E-2,9.396342635E-1,9.430626433E-1
4.056389129E1,-4.975619167E-2,5.964112282E-2,9.313712716E-1,9.346042947E-1
4.057385329E1,-4.786295071E-2,6.192824617E-2,9.226323962E-1,9.259462772E-1
4.058381529E1,-4.785545915E-2,6.138360500E-2,9.119573832E-1,9.152728340E-1
4.059377629E1,-4.378614947E-2,6.366007775E-2,9.008888006E-1,9.041960315E-1
4.060373829E1,-4.484505579E-2,6.367927790E-2,8.872565627E-1,8.906684779E-1
4.061370029E1,-4.406901076E-2,6.755231321E-2,8.822873831E-1,8.859663758E-1
4.062366229E1,-4.116789997E-2,6.703047454E-2,8.704179525E-1,8.739652697E-1
4.063362329E1,-4.197829962E-2,6.801158190E-2,8.613117933E-1,8.650119989E-1
4.064358529E1,-3.860725835E-2,6.975673139E-2,8.508202434E-1,8.545476046E-1
4.065354729E1,-3.947704658E-2,7.040707767E-2,8.420016766E-1,8.458619374E-1
4.066350829E1,-3.697256371E-2,7.133755833E-2,8.298500776E-1,8.337308733E-1
4.067347029E1,-3.520156071E-2,7.330217212E-2,8.198536038E-1,8.238763803E-1
4.068343229E1,-3.475059196E-2,7.595483214E-2,8.122560382E-1,8.165394122E-1
4.069339429E1,-3.123761527E-2,7.416118681E-2,8.007245064E-1,8.047579794E-1
4.070335529E1,-2.930431627E-2,7.508786768E-2,7.914451361E-1,7.955390212E-1
4.071331729E1,-2.948860638E-2,7.451981306E-2,7.812966108E-1,7.853961895E-1
4.072327929E1,-2.838765644E-2,7.471022755E-2,7.721867561E-1,7.763117051E-1
4.073324029E1,-2.724595927E-2,7.651052624E-2,7.627724409E-1,7.670840890E-1
4.074320229E1,-2.808759362E-2,7.469458878E-2,7.513549328E-1,7.555808557E-1
