"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.149156575E1,1.165273792E-2,-5.298296406E-2,1.742762625E-2,5.697984677E-2
2.150152875E1,2.290767331E-2,-2.364776636E-2,-1.939696848E-2,3.821283471E-2
2.151149275E1,1.593586450E-2,8.465279052E-3,-1.071145588E-1,1.086238530E-1
2.152145675E1,-6.720095314E-4,8.749170508E-3,4.242622733E-2,4.332417739E-2
2.153141975E1,-7.170687234E-3,5.956576858E-3,-5.067840278E-2,5.152863351E-2
2.154138375E1,1.963245596E-2,-1.001825385E-2,-1.147457600E-1,1.168434344E-1
2.155134775E1,3.535413877E-2,-2.768412673E-2,4.152809501E-2,6.116296817E-2
2.156131075E1,1.943209746E-2,-1.296147726E-2,-3.828756809E-3,2.366993204E-2
2.157127500E1,5.938235787E-3,1.908942321E-2,-1.243293464E-1,1.259263876E-1
2.158123900E1,2.668874790E-2,-3.309798148E-4,5.529653370E-2,6.140118445E-2
2.159120200E1,4.086989952E-2,-2.076508904E-2,-4.728058577E-3,4.608570437E-2
2.160116600E1,1.373144592E-2,-2.825825935E-2,-1.069654548E-1,1.114840363E-1
2.161112900E1,-5.066091595E-3,-2.853622137E-2,-5.577132761E-2,6.285238419E-2
2.162109300E1,1.274451815E-2,-1.573150431E-2,-6.490292430E-2,6.798744408E-2
2.163105700E1,3.884147300E-2,2.340613017E-3,3.703509450E-2,5.371905359E-2
2.164102000E1,3.890850585E-2,2.514542101E-2,-4.275016308E-2,6.303761154E-2
2.165098400E1,1.747686620E-2,-7.072024606E-3,-9.513946116E-2,9.698954301E-2
2.166094800E1,4.779112078E-3,-2.324170464E-2,2.985062063E-2,3.813235239E-2
2.167091100E1,1.954312147E-2,-2.783131211E-2,-4.424471140E-2,5.580421147E-2
2.168087500E1,3.541740747E-2,-9.106362294E-3,-1.217834687E-1,1.271555419E-1
2.169083900E1,9.714363087E-3,-1.530289426E-3,4.826233327E-2,4.925407038E-2
2.170080200E1,2.721659616E-3,-4.844847573E-3,1.278669119E-2,1.394200311E-2
2.171076600E1,1.408533038E-2,-2.742810091E-3,-1.448355317E-1,1.455446694E-1
2.172073000E1,2.871527407E-2,-2.828835424E-2,1.697856009E-2,4.373864942E-2
2.173069300E1,2.429444100E-2,-3.914042104E-2,2.371572196E-2,5.181339490E-2
2.174065700E1,3.340943707E-3,8.770823479E-4,-1.319593781E-1,1.320045782E-1
2.175062100E1,-1.301964791E-4,1.835153201E-2,-2.972315133E-2,3.493224016E-2
2.176058400E1,1.315710316E-2,-1.555514680E-3,6.023860037E-2,6.167834275E-2
2.177054800E1,1.102215682E-2,-1.117996769E-2,-7.582727730E-2,7.743549316E-2
2.178051200E1,2.886907412E-3,-1.828787958E-2,-6.549934030E-2,6.806573553E-2
2.179047500E1,6.207308206E-3,-3.704485204E-2,-1.086412668E-2,3.910090774E-2
2.180043900E1,2.470067631E-2,-2.249684245E-2,-1.415786326E-2,3.628603619E-2
2.181040300E1,3.193842379E-2,4.549462683E-3,-1.834914744E-2,3.711403693E-2
2.182036600E1,1.939021678E-2,5.861285515E-3,-1.505541086E-2,2.523887024E-2
2.183033000E1,4.478857554E-3,-2.973551271E-2,-2.897587717E-2,4.175957780E-2
2.184029400E1,7.622471438E-3,-3.146008501E-2,-4.798692942E-2,5.788423287E-2
2.185025700E1,1.948750440E-2,-2.048096918E-2,-1.057656062E-1,1.094787485E-1
2.186022100E1,3.014606947E-2,-1.925803316E-2,-3.331626534E-2,4.888385093E-2
2.187018500E1,2.268271996E-2,1.530105787E-2,5.859085500E-2,6.466464603E-2
2.188014800E1,4.035072159E-3,2.168247149E-2,-8.316436350E-2,8.603907679E-2
2.189011200E1,7.120346362E-3,2.908624336E-4,-4.110183299E-2,4.171504055E-2
2.190007500E1,1.653513101E-2,-3.276004896E-2,-3.765782297E-2,5.258082346E-2
2.191003900E1,2.189158254E-2,-3.659263386E-2,2.012319267E-2,4.715087616E-2
2.192000300E1,1.318098082E-2,-1.481814181E-2,-1.178892231E-1,1.195457423E-1
2.192996600E1,1.334270658E-2,-5.994857848E-3,-7.283350289E-2,7.428785421E-2
2.193993000E1,3.111835637E-2,-3.926633717E-3,6.487895072E-2,7.206281150E-2
2.194989400E1,3.705195549E-2,-1.269717397E-2,-7.448066354E-2,8.415126187E-2
2.195985700E1,1.122872342E-2,-2.031986011E-2,-5.816400826E-2,6.262613513E-2
2.196982100E1,-2.805731613E-3,-1.285440012E-2,-3.077214181E-2,3.346688578E-2
2.197978500E1,1.363963550E-2,-7.019353984E-3,-5.113097727E-2,5.338246738E-2
2.198974800E1,3.499262553E-2,1.321213095E-2,-6.526662111E-3,3.796895526E-2
2.199971200E1,2.302698391E-2,7.345564663E-3,-2.987751782E-2,3.843000624E-2
2.200967600E1,4.964468814E-4,-2.114849280E-2,-1.122057295E-1,1.141824458E-1
2.201963900E1,-3.531553801E-3,-3.102394667E-2,3.643283129E-2,4.798237526E-2
2.202960300E1,1.335133122E-2,-1.078457714E-2,-3.586740553E-2,3.976224251E-2
2.203956700E1,2.512840927E-2,-6.766534997E-3,-1.446911055E-1,1.470127170E-1
2.204953000E1,2.424534723E-2,-3.316750852E-3,8.717438400E-2,9.054397232E-2
2.205949400E1,1.737492822E-2,-6.563490434E-3,-5.218464553E-2,5.539137809E-2
2.206945800E1,2.761118271E-2,-1.179860311E-2,-1.033764338E-1,1.076488343E-1
2.207942100E1,2.886763972E-2,-2.045721486E-2,5.948547900E-2,6.921243006E-2
2.208938500E1,1.284738803E-2,-1.812580207E-2,1.143598437E-2,2.498763331E-2
2.209934900E1,4.945465364E-5,-1.620583227E-3,-1.276242524E-1,1.276345508E-1
2.210931200E1,1.543394499E-2,-1.689061431E-2,3.194392383E-2,3.929266826E-2
2.211927600E1,2.983108727E-2,-1.672302763E-2,3.596037626E-4,3.420062479E-2
2.212924000E1,1.649334626E-2,-1.454265573E-2,-1.107088423E-1,1.128714626E-1
2.213920300E1,-8.760316763E-4,-2.554015375E-2,-2.389055371E-2,3.498321657E-2
2.214916700E1,6.310150679E-3,-1.057941296E-2,7.691427469E-3,1.452239776E-2
2.215913100E1,2.720755124E-3,1.365539557E-2,-1.086997390E-2,1.766433325E-2
2.216909400E1,1.565712590E-2,2.769069571E-2,-1.120595491E-1,1.164871785E-1
2.217905800E1,1.626872181E-2,-1.490393143E-2,-3.706608474E-2,4.313575222E-2
2.218902100E1,1.771188316E-2,-3.379206425E-2,5.918317795E-2,7.041493423E-2
2.219898500E1,2.799838259E-2,-2.636296663E-2,-8.751118362E-2,9.558829790E-2
2.220894900E1,1.294426451E-2,7.466528937E-4,-1.059240657E-1,1.067146624E-1
2.221891200E1,9.179105312E-3,-6.043645553E-4,6.696582198E-2,6.759469317E-2
2.222887600E1,2.107297235E-2,-9.051051289E-3,-5.428321123E-2,5.892926874E-2
2.223884000E1,3.295583018E-2,-2.507249527E-2,-1.071227449E-1,1.148477220E-1
2.224880300E1,3.384001598E-2,-3.207321125E-2,4.915227950E-2,6.774794566E-2
2.225876700E1,1.528701999E-2,-8.848500084E-3,-1.820822954E-2,2.536786465E-2
2.226873100E1,-6.684646569E-4,2.835943446E-2,-1.213431734E-1,1.246148871E-1
2.227869400E1,1.972728135E-2,3.952407148E-3,-8.029981256E-3,2.166258874E-2
2.228865800E1,2.456786685E-2,-2.591604749E-2,1.232651532E-2,3.777783184E-2
2.229862200E1,7.524649347E-3,-3.015504129E-2,-4.485457599E-2,5.456995373E-2
2.230858500E1,-1.190385756E-2,-2.071056375E-2,-3.108321369E-2,3.920198271E-2
2.231854900E1,3.767242273E-3,-1.487449436E-2,-6.805691242E-2,6.976522074E-2
2.232851300E1,4.429613035E-3,-1.555012185E-2,-3.093527913E-2,3.490586278E-2
2.233847600E1,5.901092263E-3,-1.757665716E-2,-4.276127279E-2,4.660781284E-2
2.234844000E1,1.644208262E-2,-1.272778049E-2,-4.246306479E-2,4.728054937E-2
2.235840400E1,1.718942987E-2,-1.804571349E-2,-1.013088584E-2,2.690277165E-2
2.236836700E1,7.559970184E-3,8.568820450E-3,3.058561563E-2,3.265053930E-2
2.237833100E1,1.761645477E-2,1.623616470E-2,-6.341890097E-2,6.779313773E-2
2.238829500E1,2.058745702E-2,-5.896167811E-3,-4.740279257E-2,5.201569883E-2
2.239825800E1,1.603976221E-2,-3.080854987E-2,4.088957906E-3,3.497370860E-2
2.240822200E1,3.362521760E-2,-3.426715965E-2,-1.161116695E-1,1.256455860E-1
2.241818600E1,1.907302360E-2,-2.354993513E-2,-7.958703697E-2,8.516147091E-2
2.242814900E1,1.468131697E-2,-5.621175086E-3,1.965541542E-2,2.516891004E-2
2.243811300E1,1.169793507E-2,1.689271566E-2,3.357646644E-2,3.936476376E-2
2.244807600E1,1.720365962E-2,2.271232149E-2,-1.155134994E-1,1.189755605E-1
2.245804000E1,9.623786062E-3,-2.463230956E-3,-3.737774134E-2,3.867531916E-2
2.246800400E1,1.678532789E-2,-4.392463116E-2,2.204809606E-2,5.193494965E-2
2.247796700E1,2.064163513E-2,-3.920096713E-2,-7.944144130E-2,9.096007652E-2
2.248793100E1,-3.419753211E-3,1.222049799E-2,-1.717034876E-2,2.135078827E-2
2.249789500E1,-1.487146111E-2,1.136218155E-2,-6.671673059E-2,6.929200290E-2
2.250785800E1,-5.761439740E-3,-2.337711336E-2,-1.267910242E-2,2.721108699E-2
2.251782200E1,8.464867920E-3,-2.268145001E-2,4.235138297E-3,2.457719594E-2
2.252778600E1,2.070016667E-2,-2.689523684E-2,-1.065333456E-1,1.118087849E-1
2.253774900E1,1.397464441E-2,-3.123811008E-3,-6.477136195E-2,6.633534661E-2
2.254771300E1,3.944115979E-3,1.266096692E-2,7.788140416E-2,7.900233698E-2
2.255767700E1,2.342326068E-2,2.854773307E-2,-8.647564173E-2,9.403009527E-2
2.256764000E1,3.829932191E-2,-1.222784355E-2,-1.021923727E-1,1.098163888E-1
2.257760442E1,1.996769328E-2,-5.235718408E-2,9.764148474E-2,1.125781641E-1
2.258756842E1,1.221424878E-2,-3.348266431E-2,-8.842042565E-2,9.533335384E-2
2.259753142E1,2.130568240E-2,-1.562037980E-3,-6.611563683E-2,6.948128883E-2
2.260749542E1,2.986939567E-2,2.733883951E-3,3.357822061E-2,4.502390274E-2
2.261745942E1,1.917422611E-2,-7.123416150E-3,-8.227967978E-2,8.478407698E-2
2.262742242E1,1.634947278E-2,-2.378448157E-2,-1.089254415E-1,1.126843318E-1
2.263738642E1,2.548209729E-2,-4.447836248E-2,4.794716835E-2,7.018969272E-2
2.264735042E1,1.127425861E-2,4.179123798E-3,-2.270707726E-2,2.569407210E-2
2.265731342E1,-1.907602030E-2,5.808054839E-2,-5.773365319E-2,8.408578573E-2
2.266727742E1,-1.388551092E-2,2.585380205E-2,-5.623442709E-2,6.343135884E-2
2.267724142E1,1.896529779E-2,-4.262596456E-2,-8.932791352E-3,4.750210665E-2
2.268720442E1,2.932036496E-2,-5.380757678E-2,1.247211099E-2,6.253393217E-2
2.269716842E1,5.059211981E-4,-1.854519362E-2,-1.412582052E-1,1.424712627E-1
2.270713242E1,-2.058056370E-2,8.361765062E-3,-3.213454306E-2,3.906542685E-2
2.271709542E1,-1.203977334E-2,2.779749876E-2,7.998347819E-2,8.552785431E-2
2.272705942E1,3.864885293E-2,6.718633510E-4,-1.210467196E-1,1.270688536E-1
2.273702242E1,5.156216375E-2,-3.232866148E-2,-6.266870320E-2,8.735654208E-2
2.274698642E1,4.049323377E-2,-3.596151830E-2,7.684001505E-2,9.400702470E-2
2.275695042E1,1.779905235E-2,1.278497357E-2,-9.994119465E-2,1.023157085E-1
2.276691342E1,1.452598660E-2,3.268703185E-2,-6.192025959E-2,7.150919442E-2
2.277687742E1,3.064556787E-2,-3.237840850E-3,6.247106731E-2,6.965822776E-2
2.278684142E1,2.111103864E-2,-3.449414126E-2,-5.323948324E-2,6.685779168E-2
2.279680442E1,-5.015339591E-3,-3.827207297E-2,-8.856660604E-2,9.661236415E-2
2.280676842E1,-3.265245105E-3,-1.931791230E-2,-1.746563315E-3,1.966962238E-2
2.281673242E1,3.572511720E-3,6.531248521E-3,-3.303150594E-2,3.386001229E-2
2.282669542E1,-2.962345630E-3,2.332730239E-2,-4.979781210E-2,5.507050589E-2
2.283665942E1,-3.786318814E-3,1.465843974E-2,-3.258419394E-2,3.592959450E-2
2.284662342E1,1.491168813E-2,-1.940408564E-2,-4.964870811E-2,5.535224656E-2
2.285658642E1,1.356957855E-2,-2.677096523E-2,-9.083064795E-3,3.135793532E-2
2.286655042E1,-4.580800105E-3,-3.427519044E-3,-1.312466025E-2,1.431741328E-2
2.287651442E1,-5.706338868E-3,9.757550256E-3,-5.428847373E-2,5.545277693E-2
2.288647742E1,2.623229049E-2,-3.252888294E-3,-7.060454428E-2,7.539042393E-2
2.289644142E1,4.849370942E-2,-2.352634527E-2,-3.244035244E-3,5.399678268E-2
2.290640542E1,5.411631891E-2,-4.892078457E-2,-5.219107747E-2,8.969798048E-2
2.291636842E1,3.518137182E-2,-2.854498305E-2,-3.692107379E-2,5.844408157E-2
2.292633242E1,9.639093890E-3,1.642848328E-2,-4.886518121E-3,1.966431421E-2
2.293629642E1,5.832853429E-3,3.227663954E-2,-8.976002276E-2,9.556497959E-2
2.294625942E1,3.211805209E-2,9.455185253E-3,-4.425523639E-2,5.549320450E-2
2.295622342E1,4.332608184E-2,-4.447609669E-2,1.606814861E-2,6.413624517E-2
2.296618742E1,2.085550618E-2,-3.372178802E-2,1.099861264E-3,3.966510835E-2
2.297615042E1,-1.444977636E-2,5.076260269E-3,-1.128144246E-1,1.138492813E-1
2.298611442E1,-1.818807492E-2,1.278722109E-2,-1.491741657E-2,2.677402491E-2
2.299607842E1,-1.937931720E-3,-3.025904864E-2,5.289391279E-3,3.077894189E-2
2.300604142E1,8.469993370E-3,-3.920077527E-2,-8.931563437E-2,9.790671127E-2
2.301600542E1,-8.842808185E-3,-2.964310843E-2,-1.748317480E-3,3.098331402E-2
2.302596842E1,5.137409354E-3,1.080758228E-2,-5.369030356E-2,5.500768588E-2
2.303593242E1,1.327501592E-2,2.610642917E-2,6.035495996E-3,2.990315876E-2
2.304589642E1,1.706800422E-2,9.878194761E-3,-1.028057456E-2,2.223928310E-2
2.305585942E1,2.577844606E-2,-7.683104323E-3,-1.195545101E-1,1.225432139E-1
2.306582342E1,2.896855444E-2,-3.001064247E-2,-3.273563683E-2,5.302299244E-2
2.307578742E1,3.597924267E-2,-1.823671645E-2,5.692556798E-2,6.976821640E-2
2.308575042E1,4.003615966E-2,6.407040870E-3,-7.779369593E-2,8.772572815E-2
2.309571442E1,1.883766860E-2,3.168752342E-3,-4.007213831E-2,4.439228557E-2
2.310567842E1,1.385884213E-2,-2.524752801E-2,5.153852820E-2,5.904002935E-2
2.311564142E1,2.840152527E-2,-2.798529488E-2,-1.183575851E-1,1.248933197E-1
2.312560542E1,3.389972610E-2,-2.534424461E-2,-4.081882775E-2,5.880220118E-2
2.313556942E1,1.559839793E-2,-5.745053831E-3,4.031362832E-2,4.360624140E-2
2.314553242E1,-9.637271203E-3,1.428218968E-2,-1.222459835E-1,1.234541956E-1
2.315549642E1,-4.907275736E-4,1.279076597E-2,-6.521341145E-2,6.645775757E-2
2.316546042E1,3.082705082E-2,-2.411706023E-2,2.804266155E-2,4.814904488E-2
2.317542342E1,1.607732143E-2,-2.517637471E-2,-5.788041830E-2,6.513426848E-2
2.318538742E1,-8.352907444E-3,2.397267055E-3,-3.871909261E-2,3.968231450E-2
2.319535142E1,-1.511111473E-2,-2.648788691E-3,-4.111411214E-2,4.388316405E-2
2.320531442E1,2.639972186E-3,-2.040930424E-2,-3.168430746E-2,3.778100702E-2
2.321527842E1,2.704495754E-2,-2.595760840E-2,1.037822306E-2,3.889646097E-2
2.322524242E1,2.455785349E-2,-1.420068498E-2,-1.279329854E-1,1.310404380E-1
2.323520542E1,9.408197394E-3,-1.423791530E-2,-2.809119344E-2,3.286864097E-2
2.324516942E1,2.316436607E-2,1.541271228E-2,4.750044107E-2,5.504935474E-2
2.325513342E1,4.995659599E-2,1.635173857E-2,-1.086237252E-1,1.206737524E-1
2.326509642E1,4.631750367E-2,-8.998800935E-3,-2.000800252E-2,5.125046077E-2
2.327506042E1,2.513463107E-2,-2.404253564E-2,5.588359416E-2,6.582377454E-2
2.328502342E1,2.118763260E-2,-1.980708671E-2,-1.235937667E-1,1.269513908E-1
2.329498742E1,1.903769363E-2,-6.541207060E-3,-3.318294883E-2,3.881145786E-2
2.330495142E1,7.622485142E-3,-1.469604464E-2,5.228989542E-2,5.484805530E-2
2.331491442E1,-3.430195972E-3,-2.008010600E-2,-7.928590536E-2,8.186105112E-2
2.332487842E1,-7.409249065E-3,-7.749689491E-3,-5.578419149E-2,5.680519940E-2
2.333484242E1,1.231961286E-2,-1.428892312E-2,1.142779827E-2,2.205766892E-2
2.334480542E1,1.563421669E-2,1.615293324E-4,-3.467808187E-2,3.803977110E-2
2.335476942E1,-2.267605048E-3,1.433435781E-2,-4.261158407E-2,4.501514127E-2
2.336473342E1,-1.767637960E-2,-4.249463975E-4,-9.994177938E-2,1.014938138E-1
2.337469642E1,1.164482133E-2,-1.973093586E-2,-2.389757037E-2,3.310597474E-2
2.338466042E1,3.740413603E-2,-2.234761968E-2,3.986923993E-2,5.905964604E-2
2.339462442E1,3.333791832E-2,-6.643012566E-3,-6.476317585E-2,7.314243200E-2
2.340458742E1,2.022561944E-2,-1.026494239E-2,-2.868819416E-2,3.657126205E-2
2.341455142E1,1.400490375E-2,-1.553502873E-2,-3.018391192E-2,3.672251333E-2
2.342451542E1,3.211234648E-2,-4.604956415E-3,-7.883274615E-2,8.524676114E-2
2.343447842E1,5.365117290E-2,-2.060210704E-2,-5.712788165E-2,8.103388198E-2
2.344444242E1,5.265251415E-2,-3.403790312E-2,3.537974775E-2,7.199022604E-2
2.345440642E1,1.979168295E-2,-1.562028844E-3,-3.048445880E-2,3.637929187E-2
2.346436942E1,-1.358147398E-2,2.421576854E-2,-8.796492755E-2,9.224255179E-2
2.347433342E1,-1.385456636E-3,-9.389915708E-3,-8.676800251E-2,8.728560171E-2
2.348429742E1,1.239214118E-2,-3.573845616E-2,3.642581463E-2,5.251325911E-2
2.349426042E1,1.305350238E-2,-2.741953108E-2,-3.033360064E-2,4.292262733E-2
2.350422442E1,2.014667289E-3,3.308171891E-3,-1.228412300E-1,1.229022810E-1
2.351418842E1,-9.449232970E-3,1.212189018E-2,5.274363935E-2,5.493741637E-2
2.352415142E1,1.039205538E-4,-1.376041705E-3,-2.075235307E-2,2.079818377E-2
2.353411542E1,1.710497872E-2,-1.294136832E-2,-1.217922395E-1,1.236665231E-1
2.354407942E1,6.495228759E-3,-2.622638846E-2,3.795427680E-3,2.728400116E-2
2.355404242E1,1.840537207E-2,-1.236162602E-2,-3.332912922E-2,4.002996844E-2
2.356400642E1,3.110941652E-2,1.588142144E-2,-2.809119344E-2,4.482332531E-2
2.357397325E1,3.428189646E-2,1.454924298E-2,-1.252064288E-2,3.928988922E-2
2.358393725E1,2.127008747E-2,-1.401822444E-2,-1.062240279E-1,1.092358519E-1
2.359390125E1,1.870917604E-2,-3.684890636E-2,-2.419285476E-2,4.788704825E-2
2.360386425E1,3.384372988E-2,-1.731346850E-2,1.367780685E-2,4.040094855E-2
2.361382825E1,4.040833951E-2,4.929074887E-3,-9.514589310E-2,1.034885049E-1
2.362379225E1,2.586111564E-2,3.949465267E-3,1.551851034E-3,2.620694220E-2
2.363375525E1,1.536209732E-3,-4.294871259E-3,1.532145917E-2,1.598602423E-2
2.364371925E1,1.305725282E-2,-1.311260037E-2,-1.179015023E-1,1.193448632E-1
2.365368325E1,3.590475462E-2,-3.704554640E-2,2.145752728E-2,5.587440729E-2
2.366364625E1,1.096716559E-2,-2.230978637E-2,3.582647502E-2,4.360666923E-2
2.367361025E1,-2.374342315E-2,2.832323654E-2,-1.683495247E-1,1.723586910E-1
2.368357425E1,-2.279066047E-2,1.601623630E-2,-2.255446494E-2,3.584184591E-2
2.369353725E1,-9.575820621E-4,-3.025166653E-2,6.740670204E-2,7.389007898E-2
2.370350125E1,6.469880166E-3,-2.354999908E-2,-1.002446651E-1,1.031768128E-1
2.371346525E1,6.217326131E-4,8.689611135E-3,-5.159641564E-2,5.232672357E-2
2.372342825E1,6.826624274E-4,1.082611978E-3,-2.690011561E-2,2.693054579E-2
2.373339225E1,2.978179707E-2,7.418855857E-3,-1.178272426E-2,3.287594029E-2
2.374335625E1,4.195767806E-2,4.973148275E-3,-5.055093348E-2,6.588304659E-2
2.375331925E1,3.377325266E-2,-3.342172536E-2,-8.243346155E-2,9.514683339E-2
2.376328325E1,2.531799610E-2,-2.793555700E-2,4.001132727E-2,5.497547254E-2
2.377324725E1,4.493976261E-2,8.696801383E-3,-3.872435510E-2,5.995658676E-2
2.378321025E1,5.088592412E-2,1.036711335E-2,-1.348245138E-1,1.444801157E-1
2.379317425E1,3.214702778E-2,-2.827921797E-2,4.030895054E-2,5.880439659E-2
2.380313825E1,2.758639600E-2,-1.850133950E-2,6.628988385E-3,3.387111298E-2
2.381310125E1,1.070893792E-2,-2.624595836E-3,-1.503950644E-1,1.507986911E-1
2.382306525E1,8.562676306E-3,-1.577370476E-2,2.728486240E-2,3.265873395E-2
2.383302825E1,-2.289321972E-3,-1.364173684E-2,2.683521152E-2,3.019050441E-2
2.384299225E1,-1.827121045E-2,3.282023873E-4,-1.146206295E-1,1.160682281E-1
2.385295625E1,-1.705383386E-2,2.193994084E-3,-6.702020109E-2,6.919070901E-2
2.386291925E1,2.476697825E-3,-2.122541109E-2,3.476695955E-2,4.080923406E-2
2.387288325E1,1.598915638E-2,-8.304288760E-3,-3.678424895E-2,4.095967901E-2
2.388284725E1,-7.860923633E-3,6.423513573E-3,-8.932498991E-2,8.989999705E-2
2.389281025E1,5.464579342E-3,-2.904604375E-3,-3.364195526E-2,3.420642494E-2
2.390277425E1,3.234058889E-2,-5.979307909E-3,1.500687897E-2,3.615068781E-2
2.391273825E1,4.982042438E-2,1.420626724E-3,-7.001456022E-2,8.594260590E-2
2.392270125E1,6.206164344E-2,-1.497725917E-2,-3.708128750E-2,7.383080497E-2
2.393266525E1,3.722731258E-2,-2.922445692E-2,4.509840488E-2,6.537436659E-2
2.394262925E1,1.342730848E-2,1.349573918E-3,-7.525074184E-2,7.645121392E-2
2.395259225E1,2.845199405E-2,1.001248886E-2,-1.168630368E-1,1.206927308E-1
2.396255625E1,4.104579108E-2,-1.772323041E-2,3.447167516E-2,5.645499313E-2
2.397252025E1,1.593464023E-2,-3.713764918E-2,5.317984164E-2,6.679231470E-2
2.398248325E1,-9.616805948E-3,-6.998751685E-4,5.317984164E-2,5.404690869E-2
2.399244725E1,-2.695062093E-2,4.012049661E-2,1.328136563E-1,1.413345588E-1
2.400241125E1,-2.186410977E-2,3.153196922E-2,4.345007479E-2,5.796734751E-2
2.401237425E1,-2.001597392E-2,-3.515890572E-2,6.470528841E-2,7.631226777E-2
2.402233825E1,-1.353328926E-2,-7.552395299E-2,9.089964509E-2,1.189527758E-1
2.403230225E1,-4.172965949E-3,-4.692805348E-2,-1.747440398E-2,5.024948400E-2
2.404226525E1,1.059552021E-2,1.795662568E-2,6.829664826E-2,7.140824615E-2
2.405222925E1,1.200271205E-2,2.372542469E-2,1.094592923E-1,1.126423435E-1
2.406219325E1,3.308668904E-2,-5.413480159E-3,3.927574754E-3,3.375589730E-2
2.407215625E1,3.495121536E-2,-4.053658996E-2,6.005967557E-2,8.044853766E-2
2.408212025E1,5.288846300E-2,-2.851394713E-2,6.544788480E-2,8.884627355E-2
2.409208425E1,6.310428422E-2,-7.019098168E-3,1.006130397E-2,6.428567697E-2
2.410204725E1,3.449199423E-2,1.351081403E-3,1.271167141E-1,1.317200899E-1
2.411201125E1,8.769635763E-3,-3.427126184E-3,4.703207910E-2,4.796528088E-2
2.412197425E1,4.794122977E-4,-9.747820124E-3,-1.149562597E-2,1.507976292E-2
2.413193825E1,1.460784762E-2,-3.928855659E-2,1.233739114E-1,1.303000457E-1
2.414190225E1,1.927033058E-2,-1.518461606E-2,2.068569481E-2,3.209074906E-2
2.415186525E1,-5.346840173E-3,-1.673034579E-3,4.987499535E-2,5.018867308E-2
2.416182925E1,-1.732928339E-2,2.885872272E-2,9.867293358E-2,1.042567876E-1
2.417179325E1,-1.325061293E-3,2.476435614E-2,5.765880883E-2,6.276597293E-2
2.418175625E1,2.532614565E-2,-1.162967339E-2,5.197063744E-2,5.897126515E-2
2.419172025E1,6.663208301E-3,-3.740436444E-2,8.430281639E-2,9.246864158E-2
2.420168425E1,-5.959852212E-3,-4.021225221E-2,4.837693870E-2,6.318918629E-2
2.421164725E1,-4.242821904E-3,2.183624413E-3,3.550370872E-2,3.582294078E-2
2.422161125E1,1.476041426E-2,1.420922739E-2,9.029036522E-2,9.258575497E-2
2.423157525E1,3.830885104E-2,-1.408941429E-3,3.759935081E-2,5.369603678E-2
2.424153825E1,2.260308819E-2,-3.387008803E-2,7.741655052E-2,8.747230849E-2
2.425150225E1,2.511424804E-2,-1.727688686E-2,4.792787254E-2,5.680050387E-2
2.426146625E1,3.100127044E-2,3.259402458E-3,6.319553733E-2,7.046544126E-2
2.427142925E1,2.759312944E-2,1.421690186E-2,7.232362568E-2,7.870329042E-2
2.428139325E1,8.508338314E-3,4.710516930E-3,9.702226460E-2,9.750846434E-2
2.429135725E1,1.170847833E-2,-1.548654252E-2,1.843510151E-2,2.677264334E-2
2.430132025E1,1.962825327E-2,-2.415509454E-2,7.232128680E-2,7.873439809E-2
2.431128425E1,7.308626706E-3,-2.258546432E-2,7.591381609E-2,7.953883766E-2
2.432124825E1,-2.706941077E-4,1.204283400E-2,5.256354511E-2,5.392614765E-2
2.433121125E1,-3.179167695E-3,1.625039902E-2,4.193506122E-2,4.508582853E-2
2.434117525E1,2.433757335E-3,9.958539158E-5,1.239633107E-1,1.239872392E-1
2.435113925E1,1.385475365E-2,1.596838050E-4,5.286233783E-2,5.464802337E-2
2.436110225E1,1.755262876E-2,-1.893454509E-2,-1.853918195E-2,3.178542184E-2
2.437106625E1,1.208089571E-2,-3.423265195E-2,9.223164082E-2,9.911860606E-2
2.438103025E1,-1.112113008E-4,-6.867317241E-3,-6.105019391E-2,6.143532038E-2
2.439099325E1,2.988699214E-2,1.004822996E-2,-9.667493999E-2,1.016869866E-1
2.440095725E1,5.195681426E-2,-2.936053259E-2,7.486891866E-2,9.574396275E-2
2.441092025E1,1.111407231E-2,-3.116741359E-2,-5.296466410E-2,6.245146849E-2
2.442088425E1,-1.069127751E-2,3.637388404E-3,-1.144867283E-1,1.150423616E-1
2.443084825E1,4.004287482E-3,1.995088253E-2,5.735533834E-2,6.085808794E-2
2.444081125E1,1.855216459E-2,1.438179335E-2,-2.437294900E-2,3.383872684E-2
2.445077525E1,3.441805436E-2,-1.270826541E-2,-8.963840067E-2,9.685631291E-2
2.446073925E1,1.991405878E-2,-2.083684534E-2,2.472144306E-2,3.797227419E-2
2.447070225E1,-1.726070652E-4,5.270643644E-3,-4.653038800E-2,4.682826587E-2
2.448066625E1,3.786556358E-3,2.280827064E-2,-7.452276349E-2,7.802690239E-2
2.449063025E1,2.099369690E-2,-8.955750810E-3,-7.273936272E-4,2.283571509E-2
2.450059325E1,8.570382753E-3,-2.680590235E-2,-3.680354476E-2,4.633043026E-2
2.451055725E1,1.189901990E-2,-9.695112957E-3,-3.889918685E-2,4.181780276E-2
2.452052125E1,3.036378689E-2,9.256818462E-3,-8.213583827E-3,3.278888839E-2
2.453048425E1,1.269721052E-2,-7.883672956E-3,-5.102514267E-2,5.316894431E-2
