"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.490620000E-1,2.421561629E-2,1.949308962E-1,-1.846702956E-2,1.972954169E-1
2.590249999E-1,3.206528351E-2,1.849624217E-1,-1.813679747E-2,1.885953956E-1
2.689880000E-1,4.128115252E-2,1.732373238E-1,-1.468587387E-2,1.786924139E-1
2.789499999E-1,4.616352916E-2,1.588176340E-1,-1.579694450E-2,1.661434794E-1
2.889129999E-1,4.946451634E-2,1.416865885E-1,-1.554980315E-2,1.508761881E-1
2.988750000E-1,4.865593091E-2,1.227822155E-1,-1.486345194E-2,1.329052078E-1
3.088379999E-1,5.931710079E-2,8.228139579E-2,-1.007562131E-2,1.019326478E-1
3.188000000E-1,6.949710101E-2,4.615679756E-2,-5.688606761E-3,8.362210985E-2
3.287630000E-1,7.549400628E-2,-9.888743516E-4,8.872710168E-4,7.550569585E-2
3.387249999E-1,8.031139523E-2,-3.988263384E-2,1.925535500E-3,8.968975623E-2
3.486880000E-1,8.564623445E-2,-7.655249536E-2,6.922956556E-3,1.150803604E-1
3.586500000E-1,8.684518933E-2,-1.106880978E-1,7.110442966E-3,1.408705090E-1
3.686129999E-1,8.381025493E-2,-1.359425783E-1,1.114939339E-2,1.600901384E-1
3.785750000E-1,7.788045704E-2,-1.571647823E-1,9.692111984E-3,1.756703487E-1
3.885379999E-1,7.591557503E-2,-1.788671464E-1,1.103807241E-2,1.946239184E-1
3.985000000E-1,7.156945765E-2,-1.984606683E-1,1.153397746E-2,2.112861964E-1
4.084630000E-1,7.129168510E-2,-2.165017128E-1,1.127777994E-2,2.282163104E-1
4.184249999E-1,7.280429453E-2,-2.271053493E-1,1.280341111E-2,2.388330637E-1
4.283880000E-1,7.794525474E-2,-2.435511798E-1,1.247903891E-2,2.560241518E-1
4.383500000E-1,8.181467652E-2,-2.491206676E-1,1.231187209E-2,2.625001533E-1
4.483129999E-1,8.651835471E-2,-2.508674264E-1,1.118535548E-2,2.656030939E-1
4.582750000E-1,8.979339153E-2,-2.474804074E-1,1.417600550E-2,2.636481828E-1
4.682379999E-1,9.473249316E-2,-2.440345436E-1,9.218530729E-3,2.619390865E-1
4.782000000E-1,9.326524287E-2,-2.305863649E-1,1.032233238E-2,2.489478414E-1
4.881630000E-1,9.604025632E-2,-2.180149108E-1,1.129039004E-2,2.384988576E-1
4.981249999E-1,1.002699882E-1,-2.009145468E-1,9.760810062E-3,2.247576452E-1
5.080880000E-1,1.045004204E-1,-1.834202409E-1,9.944835678E-3,2.113343852E-1
5.180500000E-1,1.101106331E-1,-1.627490520E-1,7.294191048E-3,1.966336967E-1
5.280129999E-1,1.165626794E-1,-1.422115564E-1,8.308056742E-3,1.840652298E-1
5.379750000E-1,1.253218800E-1,-1.192887425E-1,6.937623024E-3,1.731574668E-1
5.479379999E-1,1.325555444E-1,-9.253250062E-2,6.232684478E-3,1.617778797E-1
5.579000000E-1,1.367515028E-1,-6.086829677E-2,6.120486185E-3,1.498111592E-1
5.678630000E-1,1.436309814E-1,-2.842487022E-2,2.525750548E-3,1.464384222E-1
5.778249999E-1,1.491439492E-1,6.901293993E-3,4.990950227E-3,1.493869305E-1
5.877880000E-1,1.510995179E-1,3.944325820E-2,1.305134967E-3,1.561683013E-1
5.977500000E-1,1.438371986E-1,7.201892138E-2,1.891214401E-3,1.608708844E-1
6.077129999E-1,1.374203116E-1,1.009546965E-1,7.529780269E-4,1.705190891E-1
6.176750000E-1,1.248162612E-1,1.294095665E-1,-1.203517430E-3,1.797981742E-1
6.276379999E-1,1.128908992E-1,1.525609493E-1,-1.985155046E-3,1.897976270E-1
6.376000000E-1,9.852822870E-2,1.737708449E-1,1.160614192E-3,1.997635238E-1
6.475630000E-1,8.413597196E-2,1.910582185E-1,-7.997378707E-4,2.087648060E-1
6.575249999E-1,7.184194773E-2,2.118846625E-1,-2.750064246E-3,2.237497229E-1
6.674880000E-1,6.242420897E-2,2.198243439E-1,-3.313056193E-3,2.285399317E-1
6.774510000E-1,4.962982982E-2,2.257137299E-1,-4.390881397E-3,2.311473290E-1
6.874129999E-1,3.622800484E-2,2.117678225E-1,-4.326699302E-3,2.148878761E-1
6.973760000E-1,-7.831685245E-2,3.944765404E-2,-8.557792753E-3,8.810722220E-2
7.073379999E-1,-3.239788115E-1,-7.442139089E-2,7.081052661E-2,3.398748952E-1
7.173009999E-1,-5.537719727E-1,-1.945805550E-1,1.469924748E-1,6.050882396E-1
7.272630000E-1,-7.389863133E-1,-3.845595419E-1,1.800574958E-1,8.522954385E-1
7.372259999E-1,-8.474956751E-1,-3.753629625E-1,1.757846177E-1,9.434227603E-1
7.471880000E-1,-8.645340204E-1,-4.408173263E-1,1.684952825E-1,9.849515967E-1
7.571510000E-1,-8.653351068E-1,-4.539748728E-1,1.487609744E-1,9.884471963E-1
7.671129999E-1,-8.548401594E-1,-3.899807036E-1,1.372129768E-1,9.495599235E-1
7.770760000E-1,-8.236748576E-1,-3.528864086E-1,1.323103309E-1,9.058008126E-1
7.870380000E-1,-7.863479853E-1,-3.016043007E-1,1.268212795E-1,8.516994453E-1
7.970009999E-1,-7.499310970E-1,-2.867137790E-1,1.227823123E-1,8.122049849E-1
8.069630000E-1,-7.323880196E-1,-2.558123469E-1,1.140926853E-1,7.841232740E-1
8.169259999E-1,-7.098645568E-1,-2.001249343E-1,1.008220911E-1,7.443942318E-1
8.268880000E-1,-6.913664937E-1,-1.696333289E-1,9.030579776E-2,7.175780320E-1
8.368510000E-1,-6.645064354E-1,-1.130808890E-1,7.781483233E-2,6.785360995E-1
8.468129999E-1,-6.406027079E-1,-8.581677824E-2,6.258634478E-2,6.493484421E-1
8.567760000E-1,-6.139967442E-1,-3.562975675E-2,4.656788334E-2,6.167901176E-1
8.667380000E-1,-5.867339373E-1,7.965123281E-3,2.588391304E-2,5.873586071E-1
8.767009999E-1,-5.337091088E-1,1.391855348E-2,-5.728829652E-3,5.339213036E-1
8.866630000E-1,-4.804043174E-1,6.607111543E-3,-5.604073405E-2,4.837070663E-1
8.966259999E-1,-4.210319519E-1,-3.201437742E-2,-1.153728962E-1,4.377256333E-1
9.065880000E-1,-3.622269630E-1,-6.643333286E-2,-1.937856823E-1,4.161425851E-1
9.165510000E-1,-3.052728176E-1,-9.832163900E-2,-2.808122039E-1,4.262794057E-1
9.265129999E-1,-2.422099411E-1,-1.458899528E-1,-3.815340102E-1,4.748870759E-1
9.364760000E-1,-1.858833730E-1,-1.923120171E-1,-4.841127396E-1,5.530837955E-1
9.464380000E-1,-1.334561110E-1,-2.340309620E-1,-5.915494561E-1,6.500090644E-1
9.564007916E-1,-1.006134078E-1,-2.746082544E-1,-6.944258809E-1,7.534985437E-1
9.663627916E-1,-7.543881238E-2,-3.040257990E-1,-7.835531235E-1,8.438472600E-1
9.763257917E-1,-5.831803381E-2,-3.286299706E-1,-8.580698967E-1,9.206968004E-1
9.862877916E-1,-4.239792377E-2,-3.324241638E-1,-9.184141755E-1,9.776441103E-1
9.962507916E-1,-2.228328586E-2,-3.221151829E-1,-9.594249129E-1,1.012299807E0
1.006213792E0,7.311622612E-3,-2.855494618E-1,-9.788212180E-1,1.019648435E0
1.016175792E0,4.974490032E-2,-2.416905463E-1,-9.835329056E-1,1.014014720E0
1.026138792E0,9.434432536E-2,-1.960655451E-1,-9.759668708E-1,9.999269386E-1
1.036100792E0,1.279850453E-1,-1.418768913E-1,-9.632526040E-1,9.820207754E-1
1.046063792E0,1.526038498E-1,-9.082276374E-2,-9.462520480E-1,9.627718565E-1
1.056025792E0,1.586234272E-1,-4.577706009E-2,-9.227640033E-1,9.374168425E-1
1.065988792E0,1.546190977E-1,1.971288119E-3,-9.032861590E-1,9.164261217E-1
1.075950792E0,1.347526908E-1,4.378356040E-2,-8.859940767E-1,8.972517996E-1
1.085913792E0,1.134908199E-1,9.193404764E-2,-8.765329719E-1,8.886180766E-1
1.095875792E0,9.385621548E-2,1.395334154E-1,-8.767231703E-1,8.927049235E-1
1.105838792E0,7.463351637E-2,1.890836656E-1,-8.935684562E-1,9.163991381E-1
1.115800792E0,6.045050919E-2,2.450662255E-1,-9.221456051E-1,9.560670667E-1
1.125763792E0,5.321736634E-2,3.002285659E-1,-9.641069174E-1,1.011173293E0
1.135725792E0,4.692653194E-2,3.549531996E-1,-1.010852695E0,1.072388476E0
1.145688792E0,5.073858052E-2,4.000916481E-1,-1.059133053E0,1.133318382E0
1.155650792E0,4.700711742E-2,4.346647263E-1,-1.105767369E0,1.189060372E0
1.165613792E0,4.663560539E-2,4.649299383E-1,-1.145230412E0,1.236886181E0
1.175575792E0,5.374101922E-2,4.738959670E-1,-1.189412355E0,1.281470732E0
1.185538792E0,7.007711381E-2,4.749415219E-1,-1.221176505E0,1.312155596E0
1.195500792E0,7.930998504E-2,4.672836959E-1,-1.249412060E0,1.336291368E0
1.205463792E0,8.671144396E-2,4.602492154E-1,-1.273969054E0,1.357330235E0
1.215425792E0,8.534183353E-2,4.574230015E-1,-1.295937061E0,1.376942954E0
1.225388792E0,7.545804977E-2,4.609961808E-1,-1.315754414E0,1.396216700E0
1.235350792E0,5.218145624E-2,4.580799341E-1,-1.323655009E0,1.401649997E0
1.245313792E0,2.834350243E-2,4.545134306E-1,-1.335153222E0,1.410680665E0
1.255275792E0,-2.147798892E-3,4.486260414E-1,-1.355375886E0,1.427695251E0
1.265238792E0,-2.061069570E-2,4.477288425E-1,-1.395973086E0,1.466160556E0
1.275200792E0,-3.297792003E-2,4.353105426E-1,-1.449787498E0,1.514089363E0
1.285163792E0,-4.147526622E-2,4.281181395E-1,-1.509683847E0,1.569761338E0
1.295126792E0,-4.685673118E-2,4.179448187E-1,-1.571774125E0,1.627067093E0
1.305088792E0,-5.258066207E-2,3.950453699E-1,-1.633778334E0,1.681682852E0
1.315051792E0,-5.885047838E-2,3.673373759E-1,-1.693292379E0,1.733677943E0
1.325013792E0,-6.542981416E-2,3.256461322E-1,-1.748143911E0,1.779419456E0
1.334976792E0,-7.980000973E-2,2.831051946E-1,-1.802664518E0,1.826503753E0
1.344938792E0,-9.764638543E-2,2.366596609E-1,-1.853242636E0,1.870842291E0
1.354901792E0,-1.112174913E-1,1.913624257E-1,-1.902762413E0,1.915592261E0
1.364863792E0,-1.155445948E-1,1.619693786E-1,-1.967460752E0,1.977494992E0
1.374826792E0,-1.216084138E-1,1.504465640E-1,-2.051250458E0,2.060352207E0
1.384788792E0,-1.245647967E-1,1.479043067E-1,-2.144912720E0,2.153611536E0
1.394751792E0,-1.313867271E-1,1.428713500E-1,-2.251855850E0,2.260205624E0
1.404713792E0,-1.468085647E-1,1.372369081E-1,-2.352407455E0,2.360975976E0
1.414676792E0,-1.615826041E-1,1.160133108E-1,-2.446035624E0,2.454110490E0
1.424638792E0,-1.705515981E-1,8.012188226E-2,-2.535281420E0,2.542274423E0
1.434601792E0,-1.715989113E-1,3.321636468E-2,-2.616775513E0,2.622606260E0
1.444563792E0,-1.614069939E-1,-2.940280363E-2,-2.699231148E0,2.704212553E0
1.454526792E0,-1.518120617E-1,-1.053563282E-1,-2.788051844E0,2.794168918E0
1.464488792E0,-1.725780517E-1,-1.870144457E-1,-2.875246048E0,2.886485306E0
1.474451792E0,-2.315400690E-1,-2.467879355E-1,-2.963755369E0,2.983012065E0
1.484413792E0,-2.781773508E-1,-3.045817018E-1,-3.053880692E0,3.081613202E0
1.494376792E0,-3.103199303E-1,-3.692498207E-1,-3.136812925E0,3.173679130E0
1.504338792E0,-3.421537578E-1,-4.019057751E-1,-3.218170166E0,3.261167991E0
1.514301792E0,-3.768769205E-1,-4.364124238E-1,-3.293933868E0,3.344023377E0
1.524263792E0,-4.240103662E-1,-4.080452323E-1,-3.385308266E0,3.436073014E0
1.534226792E0,-4.612152874E-1,-3.744183481E-1,-3.485664129E0,3.535924640E0
1.544188792E0,-5.159517527E-1,-3.363428712E-1,-3.585427761E0,3.637942409E0
1.554151792E0,-6.015732884E-1,-2.495837361E-1,-3.683679342E0,3.740812206E0
1.564113792E0,-6.173540950E-1,-7.809158415E-2,-3.764180422E0,3.815269142E0
1.574076792E0,-1.607258171E-1,2.763989940E-2,-3.772549629E0,3.776073021E0
1.584039792E0,-2.260123380E-2,-1.932038069E-1,-3.796976089E0,3.801955543E0
1.594001792E0,-1.575167030E-1,2.923096418E-1,-3.885698795E0,3.899860455E0
1.603964792E0,-3.230151236E-1,1.594027132E-1,-3.987080574E0,4.003318561E0
1.613926792E0,-4.732998908E-1,1.594557315E-1,-4.100017548E0,4.130324782E0
1.623889792E0,-3.513249755E-1,3.960480392E-1,-4.160308838E0,4.193858953E0
1.633851792E0,-2.633153498E-1,2.440828532E-1,-4.213592529E0,4.228861953E0
1.643814792E0,-3.623194098E-1,5.429832339E-1,-4.294046402E0,4.343378944E0
1.653776792E0,-4.628520906E-1,5.828099251E-1,-4.381412983E0,4.444173623E0
1.663739792E0,-3.914104104E-1,6.281875372E-1,-4.449830055E0,4.510965441E0
1.673701792E0,-3.662506342E-1,7.660530806E-1,-4.518794537E0,4.597877871E0
1.683664792E0,-3.842179179E-1,9.395990372E-1,-4.585319996E0,4.696342111E0
1.693626792E0,-3.521140218E-1,1.105730772E0,-4.641270638E0,4.784142343E0
1.703589792E0,-2.744935155E-1,1.167214632E0,-4.689550400E0,4.840415234E0
1.713551792E0,-2.223054320E-1,1.264911890E0,-4.737554550E0,4.908548147E0
1.723514792E0,-2.126099169E-1,1.365522623E0,-4.796397686E0,4.991521389E0
1.733476792E0,-2.250700742E-1,1.460344076E0,-4.865865707E0,5.085264048E0
1.743439792E0,-2.251774073E-1,1.518708229E0,-4.941791058E0,5.174792596E0
1.753401792E0,-2.109624892E-1,1.532099843E0,-5.020557404E0,5.253363850E0
1.763364792E0,-2.072788179E-1,1.606291533E0,-5.088039875E0,5.339596124E0
1.773326792E0,-1.841123998E-1,1.663561821E0,-5.132935524E0,5.398922337E0
1.783289792E0,-1.357634962E-1,1.630949855E0,-5.167130470E0,5.420116830E0
1.793251792E0,6.068509221E-1,1.044574857E0,-5.218736172E0,5.356735191E0
1.803214792E0,5.603981614E-1,1.399791002E0,-5.244194031E0,5.456650253E0
1.813176792E0,5.638999939E-1,8.572035432E-1,-5.249072075E0,5.348414603E0
1.823139792E0,6.824950576E-1,1.043747783E0,-5.292988777E0,5.437916801E0
1.833101792E0,7.942273617E-1,8.974897861E-1,-5.347688675E0,5.480333857E0
1.843064792E0,8.562598228E-1,6.747440696E-1,-5.414532661E0,5.523189693E0
1.853027792E0,8.468002081E-1,8.298397660E-1,-5.480284214E0,5.607068726E0
1.862989792E0,8.297713995E-1,6.850881577E-1,-5.548710346E0,5.652083940E0
1.872952792E0,8.279460073E-1,5.866751671E-1,-5.610511303E0,5.701536584E0
1.882914792E0,8.018864393E-1,3.751280308E-1,-5.666666985E0,5.735403875E0
1.892877792E0,7.393814325E-1,2.369254529E-1,-5.703728676E0,5.756330375E0
1.902839792E0,6.457527280E-1,1.108703092E-1,-5.713441372E0,5.750886986E0
1.912802792E0,5.758186579E-1,-3.003114834E-2,-5.706908226E0,5.735962909E0
1.922764792E0,5.489444137E-1,-1.781516373E-1,-5.701609612E0,5.730744292E0
1.932727792E0,5.412940979E-1,-3.204229176E-1,-5.694508553E0,5.729144596E0
1.942689792E0,5.150907040E-1,-3.983837366E-1,-5.689936638E0,5.727076652E0
1.952652792E0,5.055283904E-1,-4.315814078E-1,-5.692048073E0,5.730727068E0
1.962614167E0,4.706859589E-1,-4.964711964E-1,-5.698713779E0,5.739631317E0
1.972577167E0,4.535385966E-1,-5.461905599E-1,-5.710987091E0,5.754945260E0
1.982539167E0,4.248023033E-1,-5.795407891E-1,-5.717452526E0,5.762428994E0
1.992502167E0,4.000589848E-1,-6.009591222E-1,-5.719501972E0,5.764885243E0
2.002464167E0,3.702118695E-1,-6.065421700E-1,-5.720471382E0,5.764437793E0
2.012427167E0,3.215346634E-1,-6.268008947E-1,-5.716697693E0,5.759938924E0
2.022389167E0,2.984349430E-1,-6.238706112E-1,-5.714583397E0,5.756278429E0
2.032352167E0,2.810994387E-1,-6.308506727E-1,-5.713312626E0,5.754904919E0
2.042314167E0,2.504768074E-1,-6.236111522E-1,-5.714556694E0,5.753936714E0
2.052277167E0,1.860034913E-1,-6.724364758E-1,-5.694354534E0,5.736936611E0
2.062240167E0,5.571207404E-2,-7.054452896E-1,-5.692578793E0,5.736393484E0
2.072202167E0,-9.154643118E-2,-7.674041986E-1,-5.707142830E0,5.759233389E0
2.082165167E0,-2.876483202E-1,-7.612168789E-1,-5.732697010E0,5.790164739E0
2.092127167E0,-4.790660739E-1,-7.458448410E-1,-5.769798279E0,5.837496125E0
2.102090167E0,-6.484513879E-1,-7.240716219E-1,-5.809070110E0,5.889827201E0
2.112052167E0,-7.907927632E-1,-6.726131439E-1,-5.836774349E0,5.928380592E0
2.122015167E0,-9.070690274E-1,-5.908144116E-1,-5.857175350E0,5.956369613E0
2.131977167E0,-9.945326447E-1,-4.865587354E-1,-5.874153137E0,5.977583932E0
2.141940167E0,-1.061403036E0,-3.498757184E-1,-5.892601967E0,5.997645151E0
2.151902167E0,-1.127288342E0,-2.317307740E-1,-5.906875610E0,6.017944635E0
2.161865167E0,-1.182616830E0,-9.616841376E-2,-5.932747364E0,6.050233236E0
2.171827167E0,-1.232173562E0,4.202458635E-2,-5.957865238E0,6.084092040E0
2.181790167E0,-1.276986599E0,1.884774119E-1,-5.987394333E0,6.124957911E0
2.191752167E0,-1.306694150E0,3.411752582E-1,-6.024648190E0,6.174158725E0
2.201715167E0,-1.319514036E0,4.914686084E-1,-6.063313961E0,6.224663435E0
2.211677167E0,-1.294449091E0,6.542181969E-1,-6.104084969E0,6.274030061E0
2.221640167E0,-1.291118264E0,7.752626538E-1,-6.141672611E0,6.323619297E0
2.231602167E0,-1.269687057E0,9.346349239E-1,-6.175814152E0,6.373878576E0
2.241565167E0,-1.219342113E0,1.036471486E0,-6.212818146E0,6.415619817E0
2.251527167E0,-1.156216979E0,1.164040208E0,-6.244593620E0,6.456529779E0
2.261490167E0,-1.106508493E0,1.234780788E0,-6.274284840E0,6.489660614E0
2.271452167E0,-1.078348398E0,1.310786486E0,-6.307070732E0,6.531472858E0
2.281415167E0,-1.035082102E0,1.364691257E0,-6.346547127E0,6.573616784E0
2.291378167E0,-1.014471650E0,1.367632389E0,-6.399395466E0,6.622071686E0
2.301340167E0,-6.054630280E-1,1.874454379E0,-6.411631107E0,6.707397271E0
2.311303167E0,-2.998648584E-1,1.489730120E0,-6.398086071E0,6.576071786E0
2.321265167E0,-9.948117286E-2,1.208867550E0,-6.415328979E0,6.528989445E0
2.331228167E0,-6.342616677E-2,1.349653125E0,-6.467247486E0,6.606880995E0
2.341190167E0,-1.448073052E-2,1.467019439E0,-6.541011333E0,6.703520343E0
2.351153167E0,-6.960328203E-3,1.249070644E0,-6.603867531E0,6.720959179E0
2.361115167E0,1.580623724E-2,1.268742085E0,-6.663504601E0,6.783232996E0
2.371078167E0,4.955966771E-2,1.246892333E0,-6.727307320E0,6.842065509E0
2.381040167E0,1.405052841E-1,1.140331030E0,-6.787982941E0,6.884534043E0
2.391003167E0,3.238542378E-1,1.140317917E0,-6.859580040E0,6.961253109E0
2.400965167E0,3.823713362E-1,1.119130135E0,-6.926188469E0,7.026432011E0
2.410928167E0,4.654181004E-1,1.008320093E0,-6.986464977E0,7.074179549E0
2.420890167E0,5.558567047E-1,1.013205409E0,-7.047161579E0,7.141291774E0
2.430853167E0,6.103772521E-1,8.552054167E-1,-7.094724178E0,7.172102053E0
2.440815167E0,6.341411471E-1,7.760647535E-1,-7.129090786E0,7.199190714E0
2.450778167E0,6.213467121E-1,6.595334411E-1,-7.167852879E0,7.224899375E0
2.460740167E0,5.958461165E-1,5.081825256E-1,-7.206703663E0,7.249128207E0
2.470703167E0,5.691767335E-1,3.587473333E-1,-7.250671387E0,7.281819646E0
2.480666167E0,5.197332501E-1,1.797064692E-1,-7.292988777E0,7.313692800E0
2.490628167E0,4.441177845E-1,4.093862325E-2,-7.332758904E0,7.346309939E0
2.500591167E0,3.180999458E-1,-8.544035256E-2,-7.363460541E0,7.370823479E0
2.510553167E0,2.314655334E-1,-2.139345258E-1,-7.389522552E0,7.396241466E0
2.520516167E0,1.447860301E-1,-2.945998013E-1,-7.421077251E0,7.428333569E0
2.530478167E0,7.155772299E-2,-2.942324877E-1,-7.463599205E0,7.469739377E0
2.540441167E0,3.374323621E-2,-3.262061477E-1,-7.504538536E0,7.511700719E0
2.550403167E0,-2.285749093E-2,-3.144503832E-1,-7.544951916E0,7.551536328E0
2.560366167E0,-9.251779318E-2,-2.843883634E-1,-7.575852394E0,7.581752817E0
2.570328167E0,-1.447719187E-1,-2.857813537E-1,-7.597474098E0,7.604225310E0
2.580291167E0,-2.012399882E-1,-2.264743894E-1,-7.629124165E0,7.635137438E0
2.590253167E0,-2.679015398E-1,-2.339561880E-1,-7.662910938E0,7.671160980E0
2.600216167E0,-3.871110082E-1,-2.192265093E-1,-7.701985836E0,7.714823460E0
2.610178167E0,-5.133179426E-1,-1.359682828E-1,-7.745783806E0,7.763964802E0
2.620141167E0,-6.049176455E-1,-1.212886870E-1,-7.792900562E0,7.817284406E0
2.630103167E0,-6.993476748E-1,-2.644669637E-2,-7.833722115E0,7.864921409E0
2.640066167E0,-7.961048484E-1,6.588429213E-2,-7.865628242E0,7.906088244E0
2.650028167E0,-8.659749627E-1,1.615595967E-1,-7.897980213E0,7.946955743E0
2.659991167E0,-9.207407236E-1,2.899740338E-1,-7.935524464E0,7.994022575E0
2.669953167E0,-9.691954255E-1,4.079833925E-1,-7.980422020E0,8.049405310E0
2.679916167E0,-9.863115549E-1,5.339195132E-1,-8.015949249E0,8.094030078E0
2.689879167E0,-9.723726511E-1,6.805744171E-1,-8.045206070E0,8.132283248E0
2.699841167E0,-9.412845373E-1,7.962211370E-1,-8.065121651E0,8.158809467E0
2.709804167E0,-9.011061788E-1,9.029485583E-1,-8.084051132E0,8.184081570E0
2.719766167E0,-8.578740358E-1,1.000276923E0,-8.113763809E0,8.220076942E0
2.729729167E0,-8.636479974E-1,1.058142185E0,-8.146824837E0,8.260527082E0
2.739691167E0,-8.785046935E-1,1.128692269E0,-8.184989929E0,8.309017805E0
2.749654167E0,-8.982768059E-1,1.139793396E0,-8.243764877E0,8.370525047E0
2.759616167E0,-9.436549544E-1,1.165205121E0,-8.315855026E0,8.449948666E0
2.769579167E0,-1.014696240E0,1.149021983E0,-8.399690628E0,8.538422725E0
2.779541167E0,-1.094722390E0,1.165181518E0,-8.481599808E0,8.630967523E0
2.789504167E0,-1.152862191E0,1.217788815E0,-8.564212799E0,8.726846034E0
2.799466167E0,-7.883718610E-1,1.719676733E0,-8.585563660E0,8.791514182E0
2.809429167E0,-3.874831498E-1,1.405283213E0,-8.580168724E0,8.703117800E0
2.819391167E0,-2.172828913E-1,1.087496996E0,-8.582859993E0,8.654209798E0
2.829354167E0,-1.622517854E-1,1.369861603E0,-8.597255707E0,8.707218393E0
2.839316167E0,-7.953906804E-2,1.583531260E0,-8.627867699E0,8.772342831E0
2.849279167E0,4.329581931E-2,1.365592837E0,-8.643943787E0,8.751256053E0
2.859242167E0,1.929561496E-1,1.354179859E0,-8.651278496E0,8.758747329E0
2.869204167E0,3.160560131E-1,1.287331820E0,-8.645207405E0,8.746240661E0
2.879167167E0,3.960760236E-1,1.188128471E0,-8.636077881E0,8.726417744E0
2.889129167E0,5.074339509E-1,1.145451069E0,-8.623664856E0,8.714192040E0
2.899092167E0,6.193623543E-1,9.743419886E-1,-8.618181229E0,8.695171058E0
2.909054167E0,7.168732285E-1,8.524999619E-1,-8.617608070E0,8.689294118E0
2.919017167E0,7.898920178E-1,7.585295439E-1,-8.614167213E0,8.683500058E0
2.928979167E0,8.306285739E-1,5.984476805E-1,-8.623323441E0,8.683881080E0
2.938942167E0,8.595150709E-1,5.056903362E-1,-8.648445129E0,8.705750515E0
2.948904167E0,8.550987244E-1,3.283877671E-1,-8.679995537E0,8.728193105E0
2.958867250E0,8.101131916E-1,2.093511373E-1,-8.719420433E0,8.759475097E0
2.968829250E0,7.337379456E-1,1.094292328E-1,-8.758230209E0,8.789592853E0
2.978792250E0,6.795415878E-1,8.369457908E-3,-8.807067871E0,8.833249193E0
2.988754250E0,6.229042411E-1,-9.230574965E-2,-8.850500107E0,8.872873389E0
2.998717250E0,5.308321118E-1,-1.894639879E-1,-8.900582314E0,8.918410444E0
3.008679250E0,4.389013648E-1,-2.795915902E-1,-8.943112373E0,8.958240050E0
3.018642250E0,3.117673695E-1,-3.414123356E-1,-8.991717339E0,9.003596058E0
3.028604250E0,1.758421212E-1,-3.972931206E-1,-9.049169540E0,9.059593349E0
3.038567250E0,2.721669152E-2,-4.624979794E-1,-9.119728088E0,9.131488681E0
3.048530250E0,-1.333654374E-1,-4.831863344E-1,-9.202178955E0,9.215820793E0
3.058492250E0,-2.901864648E-1,-4.738876224E-1,-9.292543411E0,9.309142856E0
3.068455250E0,-4.254069626E-1,-4.087259173E-1,-9.383118629E0,9.401645769E0
3.078417250E0,-5.260376930E-1,-3.442867398E-1,-9.461167336E0,9.482032291E0
